gsis_id,season,games,att,cmp,yds,td,int,epa,passing_air_yards,passing_yards_after_catch,passing_first_downs,pacr,dakota,sacks,sack_yards,passing_2pt_conversions
00-0000098,2000,1,1,1,13.0,0,0.0,2.7400032459991053,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
00-0000104,1999,14,430,258,2920.0,17,11.0,36.24471431536284,0.0,0.0,124.0,0.0,1.3262124201954089,19.0,130.0,0
00-0000104,2000,11,259,153,1616.0,7,14.0,-29.087923999476292,0.0,0.0,81.0,0.0,0.995403479607902,13.0,91.0,1
00-0000108,2006,1,1,1,11.0,0,0.0,-0.7023373222327791,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0
00-0000108,2011,1,1,1,14.0,1,0.0,4.22313360706903,9.0,5.0,1.0,1.5555555555555556,0.0,0.0,0.0,0
00-0000210,2002,16,2,1,5.0,1,0.0,1.2199583678739145,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
00-0000251,2000,13,1,0,0.0,0,0.0,-2.6330820985604078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0000339,2002,16,1,0,0.0,0,0.0,-0.38253058900590986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0000339,2003,15,1,0,0.0,0,0.0,-0.40788865863578394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0000339,2004,11,1,1,26.0,1,0.0,3.5796635741135105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
00-0000722,1999,11,318,167,2093.0,16,8.0,-31.08967111542982,0.0,0.0,92.0,0.0,0.8947917091709428,33.0,190.0,0
00-0000722,2000,11,272,148,1538.0,8,8.0,-16.324340479082657,0.0,0.0,82.0,0.0,0.500069629173435,20.0,152.0,1
00-0000722,2001,15,370,198,2386.0,10,10.0,-38.900601849324715,0.0,0.0,106.0,0.0,0.9905319946845006,29.0,173.0,1
00-0000722,2003,6,102,61,693.0,5,3.0,3.534907384964481,0.0,0.0,34.0,0.0,0.7047563692721135,13.0,57.0,0
00-0000722,2004,2,2,1,16.0,0,0.0,1.0915052876225673,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
00-0000722,2005,1,25,14,173.0,1,2.0,-3.6937787861383553,0.0,0.0,7.0,0.0,0.032035826245516874,0.0,0.0,0
00-0000745,2005,16,1,0,0.0,0,0.0,-0.5911076056072488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0000754,2003,1,1,1,3.0,0,0.0,2.2918548880843446,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
00-0000849,2004,3,1,0,0.0,0,0.0,-0.7097629196941853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0000865,1999,11,267,149,1908.0,13,7.0,-18.413684872160072,0.0,0.0,88.0,0.0,0.7190606602435541,36.0,186.0,1
00-0000865,2000,15,407,219,2469.0,13,14.0,-68.76724729121423,0.0,0.0,116.0,0.0,0.7277953604515643,38.0,226.0,0
00-0000865,2001,10,341,198,2392.0,12,12.0,-16.08404992513503,0.0,0.0,107.0,0.0,0.7653927175210623,33.0,176.0,1
00-0000865,2003,2,8,4,47.0,0,0.0,-4.562210484058596,0.0,0.0,2.0,0.0,0.03250579356329309,1.0,2.0,0
00-0000865,2005,3,36,23,246.0,1,1.0,3.2456779581832125,0.0,0.0,12.0,0.0,0.1971660675550305,1.0,6.0,0
00-0000865,2006,7,52,30,477.0,5,0.0,23.801425924466457,557.0,200.0,21.0,8.280975731204833,0.473904361154196,3.0,13.0,0
00-0000865,2007,7,36,17,232.0,2,3.0,-4.578194802407774,432.0,105.0,10.0,0.8149956408020924,0.011639603092516465,0.0,0.0,0
00-0000865,2009,1,2,1,17.0,0,0.0,1.4498486551456153,18.0,2.0,1.0,0.9444444444444444,0.0,0.0,0.0,0
00-0000865,2010,3,49,29,352.0,3,3.0,-2.5433514598953764,538.0,125.0,13.0,1.9565253789272044,0.3814277032131644,4.0,21.0,0
00-0000865,2011,3,24,15,208.0,0,1.0,-0.096866613965231,189.0,92.0,9.0,1.149171270718232,0.15443718039563778,2.0,10.0,0
00-0000865,2012,2,70,45,475.0,1,4.0,-1.6460317005355627,663.0,257.0,22.0,1.42999126256007,0.16061687628057486,3.0,12.0,0
00-0001101,2003,1,1,0,0.0,0,0.0,-3.269515826017596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0001157,2000,1,1,0,0.0,0,1.0,-1.9750639530830085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0001157,2001,1,1,0,0.0,0,0.0,-2.3980245837010443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0001157,2003,1,1,0,0.0,0,0.0,-2.402341314125806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0001215,1999,16,1,1,21.0,1,0.0,2.988065069541335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
00-0001215,2000,16,2,0,0.0,0,1.0,-3.8063919069827534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0001215,2001,11,2,1,32.0,1,0.0,3.924561800202355,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
00-0001215,2004,14,1,1,10.0,1,0.0,2.7614533987944014,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
00-0001218,1999,16,565,340,4413.0,36,14.0,85.10157745928421,0.0,0.0,206.0,0.0,1.9764118714752077,49.0,274.0,0
00-0001218,2000,16,524,318,3691.0,19,18.0,5.2395491191044465,0.0,0.0,194.0,0.0,1.3079860390303812,60.0,326.0,0
00-0001218,2002,5,117,68,925.0,6,5.0,4.459464418372546,0.0,0.0,43.0,0.0,0.27275748986474735,12.0,78.0,0
00-0001218,2003,4,63,33,389.0,2,5.0,-22.912122739389407,0.0,0.0,18.0,0.0,0.16595489527400975,9.0,60.0,0
00-0001272,2000,7,9,3,80.0,1,1.0,5.511006703134626,0.0,0.0,3.0,0.0,0.024103252967091544,0.0,0.0,0
00-0001335,1999,14,383,211,2630.0,15,12.0,-18.441965465740317,0.0,0.0,123.0,0.0,1.5960134349103088,30.0,168.0,2
00-0001335,2000,11,296,180,2004.0,13,8.0,13.06733767429901,0.0,0.0,100.0,0.0,1.033350134336773,24.0,150.0,0
00-0001335,2001,1,1,0,0.0,0,0.0,-0.4833737062290311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0001335,2002,10,295,165,2084.0,13,11.0,-9.411252864290573,0.0,0.0,96.0,0.0,0.701439086131793,30.0,203.0,1
00-0001335,2003,13,368,208,2252.0,13,15.0,-74.02492890316967,0.0,0.0,96.0,0.0,0.7005193059985586,19.0,132.0,0
00-0001335,2004,3,37,18,126.0,1,1.0,-19.19589163188357,0.0,0.0,7.0,0.0,0.06812309896592732,2.0,17.0,0
00-0001335,2005,2,9,8,55.0,1,0.0,7.446230205241591,0.0,0.0,4.0,0.0,0.28581538843068593,0.0,0.0,0
00-0001361,1999,16,533,303,3969.0,19,21.0,-26.075212661221386,0.0,0.0,183.0,0.0,1.2627904737066205,55.0,342.0,0
00-0001361,2000,16,527,309,3247.0,17,13.0,-10.457809913043382,0.0,0.0,162.0,0.0,1.185032751398211,45.0,264.0,0
00-0001361,2001,2,66,40,400.0,2,2.0,-3.839359945792239,0.0,0.0,18.0,0.0,0.12334351838313162,5.0,21.0,0
00-0001361,2002,16,610,375,4359.0,24,15.0,58.708365346245095,0.0,0.0,218.0,0.0,1.612970361410607,54.0,369.0,0
00-0001361,2003,16,471,274,2860.0,11,12.0,-64.0501087589494,0.0,0.0,142.0,0.0,1.4108008718098464,49.0,371.0,0
00-0001361,2004,16,449,256,2932.0,20,16.0,-16.288707602647168,0.0,0.0,144.0,0.0,1.364555928837729,38.0,230.0,0
00-0001361,2005,16,499,300,3639.0,23,17.0,49.63625503462231,0.0,0.0,177.0,0.0,1.7343174670338057,49.0,295.0,1
00-0001361,2006,6,169,90,1164.0,7,8.0,-9.1035155299807,1242.0,444.0,54.0,6.063685200060537,0.466299429190966,16.0,107.0,0
00-0001471,1999,1,1,0,0.0,0,0.0,-0.8757188688032329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0001477,2001,16,2,1,34.0,1,0.0,4.049063999322243,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
00-0001477,2002,16,5,1,44.0,1,0.0,1.91251869223197,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
00-0001477,2004,15,1,1,48.0,0,0.0,2.891253413981758,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
00-0001477,2005,13,1,0,0.0,0,0.0,-0.5991740692406893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0001477,2007,15,1,0,0.0,0,0.0,-0.011265960289165378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0001545,2001,5,89,51,795.0,8,4.0,15.042007388772058,0.0,0.0,32.0,0.0,0.47814789123795004,4.0,27.0,0
00-0001545,2002,1,6,3,85.0,0,0.0,-2.5102824595524,0.0,0.0,2.0,0.0,0.024992722084694295,2.0,22.0,0
00-0001545,2003,3,13,7,81.0,1,0.0,2.85815492447,0.0,0.0,4.0,0.0,0.2335403763644864,1.0,7.0,1
00-0001545,2005,5,122,68,722.0,2,7.0,-38.44905443994318,0.0,0.0,37.0,0.0,0.1738359686485732,8.0,59.0,0
00-0001545,2010,1,34,18,222.0,2,2.0,-5.14503642856975,250.0,121.0,12.0,0.888,0.0791658091992285,1.0,6.0,0
00-0001611,2003,2,1,0,0.0,0,0.0,-2.2559007813688368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0001785,1999,2,20,12,87.0,0,3.0,-7.390930964727886,0.0,0.0,7.0,0.0,0.07090313131568686,0.0,0.0,0
00-0001785,2000,2,20,10,82.0,0,1.0,-12.82246376172185,0.0,0.0,3.0,0.0,0.03647044256367726,1.0,6.0,0
00-0001823,2000,8,192,111,1494.0,9,6.0,23.158611754527804,0.0,0.0,65.0,0.0,0.486985216229457,15.0,94.0,0
00-0001823,2001,16,558,312,3832.0,26,22.0,10.579958752206245,0.0,0.0,183.0,0.0,1.3142736536442161,50.0,330.0,1
00-0001823,2002,16,528,283,3572.0,27,15.0,9.161768723900014,0.0,0.0,165.0,0.0,1.4007785957007417,36.0,236.0,2
00-0001823,2003,16,518,306,3546.0,24,8.0,18.98992791756732,0.0,0.0,172.0,0.0,1.5444369602326165,36.0,203.0,0
00-0001823,2004,16,542,309,3810.0,21,16.0,19.85282508408226,0.0,0.0,177.0,0.0,1.2818837818554762,42.0,226.0,1
00-0001823,2005,13,431,240,2882.0,13,17.0,-0.005332895035641272,0.0,0.0,145.0,0.0,1.1803292537090377,33.0,202.0,0
00-0001823,2006,8,192,110,1105.0,3,8.0,-39.76404230168819,1460.0,423.0,60.0,5.212783608890014,0.18953143641542555,26.0,174.0,0
00-0001907,1999,8,168,84,944.0,2,5.0,-40.54862880320293,0.0,0.0,39.0,0.0,0.2959312532990784,18.0,130.0,0
00-0001907,2000,4,68,40,467.0,2,3.0,-14.687730724706634,0.0,0.0,20.0,0.0,0.11603353277973442,9.0,48.0,0
00-0002068,1999,12,1,0,0.0,0,0.0,-0.3675864730030298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0002099,2003,14,2,2,66.0,0,0.0,3.951072012190707,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
00-0002099,2004,16,2,0,0.0,0,0.0,-0.9752593822777271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0002099,2006,16,1,0,0.0,0,0.0,-0.4301428529433906,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0002099,2008,15,1,0,0.0,0,0.0,-0.48963375948369503,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0002110,1999,15,438,259,3060.0,14,8.0,59.16489407551428,0.0,0.0,154.0,0.0,1.7349900804824476,29.0,174.0,2
00-0002110,2000,16,512,311,3640.0,20,14.0,36.60069922226407,0.0,0.0,177.0,0.0,1.5956799300382478,53.0,284.0,1
00-0002110,2001,15,473,289,3309.0,10,13.0,-126.47616756134151,0.0,0.0,164.0,0.0,0.9942936712101471,57.0,387.0,1
00-0002110,2002,15,415,245,2788.0,10,7.0,-87.1821295789815,0.0,0.0,140.0,0.0,1.067951450038707,34.0,210.0,2
00-0002110,2003,3,82,54,484.0,2,0.0,-7.401733539201674,0.0,0.0,22.0,0.0,0.22459113489407342,9.0,46.0,0
00-0002110,2004,9,237,118,1194.0,7,6.0,-59.63759161295782,0.0,0.0,66.0,0.0,0.37664643662303143,15.0,105.0,1
00-0002110,2005,16,454,262,3050.0,23,10.0,32.77126450428943,0.0,0.0,154.0,0.0,1.6920790141858937,27.0,213.0,1
00-0002110,2006,10,261,162,1789.0,8,4.0,6.317302468218514,1698.0,990.0,80.0,12.802698047261112,0.6689603359159358,12.0,92.0,2
00-0002110,2009,4,30,15,102.0,0,1.0,-13.685196132820504,61.0,97.0,5.0,1.8214285714285714,-0.016478110530163313,1.0,9.0,0
00-0002110,2010,2,13,7,117.0,2,1.0,-0.7588273968431167,159.0,23.0,7.0,1.8856209150326797,0.08496373014909865,1.0,7.0,0
00-0002110,2011,1,3,1,27.0,0,0.0,-0.3560372703941539,46.0,26.0,1.0,0.5869565217391305,0.0,0.0,0.0,0
00-0002787,1999,10,168,76,975.0,3,8.0,-49.05475551557207,0.0,0.0,41.0,0.0,0.5045197288669577,17.0,116.0,0
00-0002787,2000,5,89,55,498.0,1,3.0,-28.82647765874894,0.0,0.0,25.0,0.0,0.12900804120871615,12.0,75.0,1
00-0002873,2000,2,1,0,0.0,0,0.0,-2.6920609595254064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0002876,1999,12,304,173,2335.0,16,11.0,-5.57408144364646,0.0,0.0,113.0,0.0,1.1027223804613189,32.0,230.0,0
00-0002876,2000,14,328,190,2227.0,10,12.0,-59.86225368998593,0.0,0.0,105.0,0.0,0.7246920703816628,40.0,251.0,0
00-0002876,2001,14,365,223,2847.0,16,14.0,18.651156377329993,0.0,0.0,127.0,0.0,1.465334363442416,41.0,261.0,1
00-0002876,2002,8,161,103,1023.0,4,4.0,-34.04113795732351,0.0,0.0,43.0,0.0,0.36401372636208357,23.0,144.0,0
00-0002876,2003,8,192,107,1050.0,3,7.0,-23.80239464869596,0.0,0.0,51.0,0.0,0.3554277027457717,14.0,101.0,0
00-0002876,2004,3,62,35,460.0,2,8.0,-21.427891599234762,0.0,0.0,15.0,0.0,0.1442128639706538,7.0,54.0,0
00-0002962,2002,15,1,0,0.0,0,0.0,-0.6859141364693642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0003292,1999,10,328,190,2318.0,8,10.0,-7.136812432809213,0.0,0.0,116.0,0.0,0.7240492638610416,16.0,112.0,0
00-0003292,2000,16,523,309,3576.0,22,12.0,84.73859844752978,0.0,0.0,194.0,0.0,1.596058158856822,28.0,243.0,0
00-0003292,2001,16,568,327,3764.0,19,16.0,-3.16951095539202,0.0,0.0,189.0,0.0,0.7808839615965659,36.0,206.0,0
00-0003292,2002,16,545,335,4073.0,19,14.0,112.32750664935558,0.0,0.0,193.0,0.0,1.7729920554790088,24.0,152.0,1
00-0003292,2003,13,500,284,3110.0,13,16.0,-21.54280473108366,0.0,0.0,159.0,0.0,0.8270967906620763,28.0,164.0,0
00-0003292,2004,14,513,289,3495.0,21,20.0,-1.1211977387576795,0.0,0.0,153.0,0.0,1.2702883011721082,24.0,143.0,0
00-0003292,2005,15,566,302,3759.0,20,13.0,12.648668446997174,0.0,0.0,181.0,0.0,1.1426497346744078,37.0,247.0,0
00-0003292,2006,3,90,42,549.0,1,6.0,-24.409986057836125,847.0,175.0,26.0,1.7980740551760928,-0.021166627260030865,4.0,23.0,1
00-0003292,2007,6,82,50,531.0,0,0.0,3.70505534460057,678.0,224.0,30.0,6.793569330200895,0.3591582581541398,5.0,42.0,0
00-0003292,2008,16,416,243,2681.0,12,7.0,28.33067987014701,3604.0,1155.0,133.0,44.12684571846961,1.044332669216603,8.0,60.0,1
00-0003292,2009,7,216,119,1225.0,6,8.0,-16.91555985878179,1742.0,558.0,63.0,5.1286134508788015,0.2571095488344543,5.0,37.0,0
00-0003292,2010,10,278,160,1823.0,14,8.0,24.520172703393342,2723.0,537.0,90.0,7.18124069222864,0.9796788335244028,13.0,91.0,1
00-0003292,2011,3,98,48,481.0,2,1.0,-25.097429738310737,806.0,216.0,29.0,1.777000384174968,-0.09357390815266514,5.0,40.0,0
00-0003315,2001,1,4,3,40.0,0,0.0,1.6362953054485843,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
00-0003315,2002,2,6,5,73.0,1,0.0,6.118866486940533,0.0,0.0,3.0,0.0,0.3093589464196556,0.0,0.0,0
00-0003315,2003,5,12,9,74.0,0,0.0,0.19775907878647558,0.0,0.0,3.0,0.0,0.03201724753752449,0.0,0.0,0
00-0003315,2004,2,5,1,42.0,0,0.0,-0.8678495008420555,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
00-0003315,2007,4,105,67,888.0,5,0.0,26.74200670874328,818.0,363.0,42.0,4.7697799674569366,0.6482319254072871,7.0,47.0,0
00-0003315,2009,3,23,12,144.0,0,0.0,-5.348315668128688,168.0,63.0,4.0,2.375,0.09242660003396765,2.0,11.0,0
00-0003315,2010,2,27,10,68.0,0,5.0,-25.447744454725434,186.0,43.0,2.0,0.7467166979362101,-0.09815954459904912,2.0,15.0,0
00-0003395,1999,1,1,0,0.0,0,0.0,-1.3680409649387002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0003535,1999,15,391,219,2409.0,15,12.0,-70.17210134820924,0.0,0.0,105.0,0.0,0.8096160691729655,56.0,359.0,0
00-0003535,2000,7,211,137,1484.0,7,9.0,0.16818542349759547,0.0,0.0,59.0,0.0,0.5295682816645239,10.0,78.0,0
00-0003535,2001,16,454,272,3040.0,17,21.0,-59.11234951206695,0.0,0.0,134.0,0.0,0.8950362733646415,51.0,353.0,0
00-0003535,2002,14,443,273,2842.0,18,18.0,1.4807534012973615,0.0,0.0,128.0,0.0,1.0984999824316624,30.0,213.0,1
00-0003535,2003,10,203,120,1319.0,7,6.0,-40.88847560481698,0.0,0.0,59.0,0.0,0.8498717090026537,19.0,116.0,0
00-0003557,1999,3,5,4,23.0,0,0.0,-0.8921270921709947,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
00-0003557,2002,1,5,2,7.0,0,0.0,-2.826219256501645,0.0,0.0,0.0,0.0,0.03558696329343335,2.0,16.0,0
00-0003600,2001,2,8,4,34.0,0,0.0,-4.621572778618429,0.0,0.0,2.0,0.0,0.03651668369759288,2.0,15.0,0
00-0003739,2000,16,469,295,3924.0,33,14.0,105.96376019233078,0.0,0.0,189.0,0.0,2.1512264133922274,34.0,181.0,2
00-0003739,2001,11,366,235,2612.0,14,13.0,3.629097205017389,0.0,0.0,126.0,0.0,0.8798921017934513,33.0,186.0,1
00-0003739,2002,16,549,333,3853.0,18,23.0,28.618895929240693,0.0,0.0,188.0,0.0,1.3836399034815066,47.0,244.0,0
00-0003739,2003,14,454,295,3479.0,25,11.0,60.68389252767393,0.0,0.0,169.0,0.0,1.4846725729074286,38.0,196.0,1
00-0003739,2004,16,548,379,4717.0,39,11.0,179.7320811824115,0.0,0.0,224.0,0.0,2.450991344290952,45.0,238.0,2
00-0003739,2005,7,216,139,1564.0,6,12.0,-30.60528876335976,0.0,0.0,77.0,0.0,0.3490482052553159,31.0,163.0,1
00-0003739,2006,4,134,81,929.0,2,3.0,-18.343376074366393,1227.0,508.0,44.0,3.0367305919389254,0.1292747685622742,20.0,150.0,0
00-0003739,2007,7,185,108,1332.0,5,5.0,0.43977717825060836,1516.0,513.0,60.0,6.067448429403503,0.5195777245808945,21.0,136.0,0
00-0003739,2008,5,115,60,786.0,4,6.0,-42.698008888200505,984.0,303.0,30.0,4.05941060852069,0.05977961706636271,14.0,95.0,0
00-0003739,2009,8,157,89,945.0,3,6.0,-23.37284376827793,1307.0,381.0,45.0,5.887370023977769,0.1078762887348525,14.0,107.0,0
00-0003761,1999,6,195,122,1436.0,8,9.0,1.8665046192040258,0.0,0.0,69.0,0.0,0.5870335370748494,15.0,101.0,0
00-0003761,2000,6,124,73,840.0,6,4.0,5.939984586970102,0.0,0.0,35.0,0.0,0.5451330874640297,8.0,45.0,1
00-0003761,2001,5,89,54,573.0,3,2.0,3.478839131914902,0.0,0.0,31.0,0.0,0.3601881467838227,12.0,66.0,1
00-0004091,2009,1,1,1,10.0,0,0.0,0.2555120656892158,2.0,8.0,1.0,5.0,0.0,0.0,0.0,0
00-0004161,1999,2,76,42,521.0,3,5.0,-15.61441448012489,0.0,0.0,24.0,0.0,0.12645957432929905,5.0,34.0,0
00-0004161,2002,3,10,8,113.0,0,0.0,6.424013488463228,0.0,0.0,4.0,0.0,0.21945875497198358,0.0,0.0,0
00-0004161,2003,16,449,266,3219.0,19,16.0,18.0451304038847,0.0,0.0,146.0,0.0,1.2204635946251399,23.0,172.0,0
00-0004161,2004,16,533,310,3886.0,29,15.0,68.019832498798,0.0,0.0,192.0,0.0,1.8227536477723028,33.0,246.0,2
00-0004161,2005,16,435,262,3421.0,24,16.0,50.583096331486765,0.0,0.0,153.0,0.0,1.9442336380448684,27.0,211.0,0
00-0004161,2006,13,431,263,2805.0,17,11.0,-1.8600203916434062,3424.0,1310.0,128.0,11.10012638450033,1.1357624089354506,22.0,167.0,0
00-0004161,2007,3,86,55,617.0,8,1.0,22.838604186721625,641.0,272.0,27.0,2.8102776731348795,0.44525995650535394,5.0,46.0,0
00-0004161,2008,16,414,246,3284.0,15,12.0,38.618375542179734,3876.0,1226.0,151.0,14.28535632381858,1.949876725083656,20.0,130.0,0
00-0004161,2009,11,321,178,2015.0,8,18.0,-58.24870598203963,2925.0,838.0,100.0,7.949408230414878,0.37660483962063074,23.0,187.0,1
00-0004161,2010,5,149,93,872.0,2,7.0,-42.77351373952007,1119.0,374.0,36.0,3.9388103521429696,0.21810753220097953,6.0,49.0,0
00-0004161,2011,1,28,18,211.0,1,0.0,-1.4104350829292154,217.0,56.0,9.0,0.9723502304147466,0.05770143732168096,2.0,18.0,0
00-0004229,1999,1,28,10,181.0,3,2.0,-3.0465405269629446,0.0,0.0,7.0,0.0,0.024840141608416362,0.0,0.0,0
00-0004229,2000,2,1,0,0.0,0,1.0,-5.288766722544096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0004229,2001,5,14,5,51.0,0,1.0,-8.556153918169121,0.0,0.0,2.0,0.0,0.037021598170182246,1.0,9.0,0
00-0004229,2002,2,28,19,224.0,2,0.0,12.999946746752407,0.0,0.0,10.0,0.0,0.2401451304879541,1.0,8.0,0
00-0004229,2003,3,5,3,32.0,0,0.0,-3.5692025805533873,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
00-0004229,2004,5,40,18,207.0,0,2.0,-18.778784841124494,0.0,0.0,6.0,0.0,0.08673453350509673,2.0,16.0,0
00-0004229,2005,5,56,32,238.0,0,3.0,-27.78118458550307,0.0,0.0,10.0,0.0,0.43336323098568114,3.0,15.0,0
00-0004230,1999,5,91,47,548.0,4,2.0,-2.998984740639571,0.0,0.0,27.0,0.0,0.5281517152885621,4.0,26.0,0
00-0004230,2001,4,151,92,906.0,3,10.0,-35.72508448561818,0.0,0.0,43.0,0.0,0.16210901708256945,12.0,75.0,0
00-0004293,1999,10,242,145,1610.0,11,10.0,-34.94424711595085,0.0,0.0,78.0,0.0,0.8056351906379118,26.0,189.0,0
00-0004293,2000,9,225,133,1493.0,12,11.0,-16.272868017474504,0.0,0.0,69.0,0.0,0.5996902118651701,23.0,135.0,0
00-0004293,2001,6,122,73,1014.0,7,4.0,21.750209586555034,0.0,0.0,43.0,0.0,0.467711375107515,10.0,72.0,1
00-0004293,2002,6,168,94,1182.0,4,6.0,-2.899445156003371,0.0,0.0,51.0,0.0,0.3964786822331663,7.0,36.0,0
00-0004293,2003,5,8,4,31.0,1,1.0,-4.117671216081362,0.0,0.0,3.0,0.0,0.0,1.0,8.0,0
00-0004293,2004,4,58,25,333.0,1,3.0,-12.85474150778883,0.0,0.0,12.0,0.0,0.05962907417603279,4.0,21.0,0
00-0004293,2005,11,333,199,2321.0,11,12.0,-24.530959724339144,0.0,0.0,101.0,0.0,0.6912584693029411,23.0,139.0,0
00-0004293,2007,7,219,113,1166.0,7,12.0,-88.67349076294076,1869.0,511.0,62.0,4.913397893972827,0.003845221112245771,27.0,182.0,0
00-0004294,2001,16,1,1,39.0,1,0.0,5.490057402290404,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
00-0004304,2001,16,1,0,0.0,0,1.0,-4.668137023982126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0004386,2002,14,1,0,0.0,0,0.0,-1.5659769437094286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0005091,2001,15,1,1,23.0,0,0.0,1.769159761723131,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
00-0005091,2002,15,1,0,0.0,0,0.0,-0.44345757784321904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0005091,2003,15,1,0,0.0,0,0.0,-0.41949632187606767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0005091,2008,15,1,1,-2.0,0,0.0,-0.9696952349622734,-4.0,2.0,0.0,0.0,0.0,0.0,0.0,0
00-0005092,1999,15,1,0,0.0,0,0.0,-1.9219735076185316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0005092,2001,14,1,0,0.0,0,0.0,-0.36587227624841034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0005106,1999,16,589,338,4068.0,22,23.0,19.11071085606215,0.0,0.0,193.0,0.0,1.7130104420525845,34.0,210.0,1
00-0005106,2000,16,575,334,3764.0,20,16.0,22.89298184941246,0.0,0.0,191.0,0.0,1.3443036491819842,33.0,236.0,2
00-0005106,2001,16,510,314,3921.0,32,15.0,85.92782157879421,0.0,0.0,187.0,0.0,1.702906879805943,21.0,146.0,1
00-0005106,2002,16,551,341,3658.0,27,16.0,42.18749067180978,0.0,0.0,189.0,0.0,1.7366889218602266,26.0,188.0,0
00-0005106,2003,16,472,308,3361.0,32,21.0,56.61266336848663,0.0,0.0,166.0,0.0,1.7870428729944237,19.0,139.0,2
00-0005106,2004,16,541,346,4086.0,30,17.0,138.21238033040464,0.0,0.0,202.0,0.0,2.5443237957129115,12.0,101.0,2
00-0005106,2005,16,607,372,3881.0,20,29.0,-0.5839660332726417,0.0,0.0,202.0,0.0,1.3835260228735864,24.0,170.0,2
00-0005106,2006,16,613,343,3885.0,18,18.0,-2.58334310667742,5305.0,1928.0,182.0,12.682606292164905,0.9240913936258119,21.0,139.0,0
00-0005106,2007,16,535,356,4157.0,28,15.0,115.0859453738512,4064.0,2085.0,197.0,17.553266268922034,2.783781853318129,15.0,93.0,0
00-0005106,2008,16,522,343,3472.0,22,22.0,20.542461575754345,4062.0,1644.0,184.0,14.774412532614615,1.8733834289197753,30.0,213.0,1
00-0005106,2009,16,532,364,4202.0,33,7.0,134.62405105501702,4229.0,1949.0,211.0,17.59451963437913,2.9722470589403582,34.0,247.0,0
00-0005106,2010,13,358,217,2509.0,11,19.0,-44.36368367828169,3086.0,1229.0,114.0,11.973187426189263,0.5770104799791467,22.0,139.0,0
00-0005113,2000,1,1,0,0.0,0,0.0,-2.4287649603793398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0005113,2001,2,2,0,0.0,0,0.0,-3.0206022621132433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00-0005113,2004,1,1,0,0.0,0,0.0,-2.5460643148981035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
