gsis_id,season,games_played,att_mean,att_std,epa_mean,epa_std,epa_per_att_mean,epa_per_att_std,ypa_mean,ypa_std,cmp_pct_mean,td_rate_mean,int_rate_mean,epa_min,epa_max,att_cv,epa_cv,epa_per_att_cv,games_positive_epa,pct_games_positive_epa
00-0027688,2018,3,18.0,17.776388834631177,-1.9872420233333334,2.9294379630853147,-0.04839340612573099,0.1108204152188121,8.017543859649123,4.086354338782528,0.7105263157894738,0.045321637426900575,0.02631578947368421,-5.2889876,0.30039123,0.9875771574795098,1.4741223910772445,2.2899899819179788,1.0,0.3333333333333333
00-0027688,2019,1,27.0,,-22.01641,,-0.8154225925925926,,4.518518518518518,,0.6666666666666666,0.0,0.037037037037037035,-22.01641,-22.01641,,,,0.0,0.0
00-0027688,2020,4,16.5,12.449899597988733,-2.41601315,4.908634499032703,-0.3985143673655914,0.5068894159332207,5.250439882697947,1.7266104278864054,0.6176197458455523,0.011363636363636364,0.011363636363636364,-7.652139,4.206808,0.7545393695750747,2.0317085190669197,1.27194765720506,1.0,0.25
00-0027688,2021,4,24.75,14.637281168304447,3.5783729624999996,14.305021044158764,0.04297973768453768,0.5729959654557233,7.150922688422688,1.8333459170515387,0.7145687645687646,0.02097902097902098,0.0125,-15.439857,15.774334,0.5914052997294726,3.997632777262179,13.331769720452794,3.0,0.75
00-0027688,2022,4,33.0,8.366600265340756,-7.520995274999999,9.709237845513101,-0.23697966992296915,0.2616551681740753,5.677120713150125,1.3148553332390405,0.6756581686728746,0.006756756756756757,0.025507703081232493,-20.419024,2.8018472,0.2535333413739623,1.2909511960188145,1.1041249583102508,1.0,0.25
00-0027793,2018,1,1.0,,-0.45709214,,-0.45709214,,0.0,,0.0,0.0,0.0,-0.45709214,-0.45709214,,,,0.0,0.0
00-0027854,2018,3,26.666666666666668,7.505553499465136,-10.358797000000001,5.416634353057901,-0.36979215223789325,0.13766164075477397,5.365497076023392,2.5763552633532716,0.6340251500210221,0.03508771929824561,0.05723731987921874,-13.88566,-4.122016,0.2814582562299426,0.5229018729740433,0.3722676101201142,0.0,0.0
00-0027891,2020,2,1.0,0.0,0.93269913,2.426884051543653,0.93269913,2.426884051543653,9.0,12.727922061357855,0.5,0.0,0.0,-0.78336704,2.6487653,0.0,2.6020009813278726,2.6020009813278726,1.0,0.5
00-0027939,2018,14,33.642857142857146,7.012155850402192,2.2952398357142854,7.693842734272383,0.07410011220654981,0.23994174834470805,7.203095249920613,1.4070935399210456,0.6818522771820862,0.0516345841757352,0.025361532599007065,-11.520204,13.977297,0.20842926094613734,3.3520866162023704,3.238075371274529,8.0,0.5714285714285714
00-0027939,2019,2,44.5,9.192388155425117,-3.3542572,1.0627322774914105,-0.07449944355005161,0.008492235393621433,6.409442724458204,0.16966184378315002,0.574045407636739,0.0,0.013157894736842105,-4.1057224,-2.602792,0.20657052034663184,0.31683088508877927,0.11399058823729362,0.0,0.0
00-0027939,2020,15,24.533333333333335,9.6796300598338,-0.30266926000000016,11.035267042775526,-0.14288415660182555,0.4864406994115016,6.771838036614611,1.766710961827569,0.6445518502634086,0.019659777786712775,0.03413684463684464,-17.413664,20.789547,0.3945501383084429,36.45982100321493,3.404441128956397,7.0,0.4666666666666667
00-0027939,2021,6,21.0,11.679041056525147,-6.796903733333333,7.361815463374888,-0.346186719794582,0.3137055460972016,4.98627561098957,2.087110630182892,0.5716987796507248,0.058398310591293044,0.0403258704174036,-16.217415,2.6437895,0.5561448122154832,1.0831130985820967,0.9061744086640473,1.0,0.16666666666666666
00-0027948,2018,6,16.833333333333332,9.064583093924764,-3.8792274916666667,6.55422691776523,-0.3013617088384927,0.5243758791882636,6.0135536398467435,2.1775348810711925,0.5713144374782306,0.039648641588296764,0.02948667711598746,-15.34206,2.7666645,0.5384900847876097,1.68957013525115,1.7400215880421945,2.0,0.3333333333333333
00-0027948,2020,2,8.0,9.899494936611665,-0.295262793,0.2588748289089135,-0.24289782486666667,0.3329300770363084,4.766666666666667,6.7410846473117525,0.3,0.06666666666666667,0.0,-0.47831494,-0.112210646,1.2374368670764582,0.8767607536277471,1.370658947724472,0.0,0.0
00-0027948,2021,5,2.2,0.8366600265340756,0.038367006,2.339720710180324,-0.1986895936666667,0.9913102367724531,4.833333333333333,5.595136777198173,0.5333333333333333,0.0,0.0,-2.1694596,3.947539,0.3803000120609434,23.39720710180324,4.989240847890269,2.0,0.4
00-0027948,2022,1,8.0,,0.2152442,,0.026905525,,3.625,,0.75,0.125,0.0,0.2152442,0.2152442,,,,1.0,1.0
00-0027948,2023,2,17.5,17.67766952966369,-8.0716438,1.9312474951922853,-0.8278919266666667,0.7259401366112921,5.666666666666667,0.7542472332656506,0.55,0.0,0.21666666666666667,-9.437242,-6.7060456,1.0101525445522108,0.23926322110401915,0.8768537453120698,0.0,0.0
00-0027973,2018,11,33.18181818181818,9.378893131048907,2.488820509090909,8.816588411414552,0.030285478852358348,0.31828425614991906,7.028275946464091,1.3148854477275491,0.6177996566319621,0.056541219381427685,0.03397278842924026,-14.5920725,16.202278,0.28265157381243283,3.5424765985374274,10.509467514169224,9.0,0.8181818181818182
00-0027973,2019,13,40.61538461538461,8.150035393976944,-1.2314416615384616,10.802710835965618,-0.04550544442794736,0.2813242191052501,6.540248231291065,0.9591558673148088,0.5913145364685509,0.028935278652998032,0.030220223626621783,-26.178446,12.566937,0.20066375023049296,8.772409748156159,6.182210121048145,6.0,0.46153846153846156
00-0027973,2020,11,30.272727272727273,16.118876568116708,-1.0182609309090909,10.196316703527527,-0.03409218630955766,0.3510742068930882,6.320298018483316,3.2431183023651764,0.5991708241415008,0.03909719964561862,0.02044848245156196,-21.698116,12.631039,0.5324553821299813,10.013461573571698,10.297790927965961,5.0,0.45454545454545453
00-0027973,2021,8,29.5,16.318263212907013,-3.90163165,11.827714380154786,0.14366591033941367,0.6637847599851898,6.5847942019155985,1.5279071305738918,0.6822857093337817,0.037711485999860864,0.027469485745320148,-22.153126,11.954448,0.5531614648443055,3.03147899165591,4.62033587798932,4.0,0.5
00-0027973,2022,14,27.0,7.493587001820033,1.2850427890357143,5.434694584580799,0.041414147362913364,0.2294353831959398,7.647833466219588,1.3706132664049315,0.6672989267536832,0.04609179587299173,0.023298178479763215,-5.012543,10.676714,0.27754025932666787,4.229193479743153,5.540024310663478,8.0,0.5714285714285714
00-0027973,2023,1,58.0,,4.5483294,,0.0784194724137931,,6.224137931034483,,0.5862068965517241,0.034482758620689655,0.0,4.5483294,4.5483294,,,,1.0,1.0
00-0028002,2019,1,1.0,,-0.39894006,,-0.39894006,,0.0,,0.0,0.0,0.0,-0.39894006,-0.39894006,,,,0.0,0.0
00-0028002,2020,1,1.0,,-0.5173711,,-0.5173711,,0.0,,0.0,0.0,0.0,-0.5173711,-0.5173711,,,,0.0,0.0
00-0028064,2019,1,1.0,,-0.5224095,,-0.5224095,,0.0,,0.0,0.0,0.0,-0.5224095,-0.5224095,,,,0.0,0.0
00-0028118,2018,4,21.25,17.23127002477376,-7.0814941000000005,9.832008666753495,0.33838184571428576,1.6016039012126249,6.370535714285714,4.1634345031770215,0.5985119047619047,0.014583333333333334,0.014583333333333334,-18.477764,2.6865234,0.810883295283471,1.3884087916917836,4.733125968480432,1.0,0.25
00-0028118,2019,2,3.0,2.8284271247461903,1.8261869,1.0060266977022925,0.81116482,0.4294312939418561,6.1,1.272792206135785,0.8,0.1,0.0,1.1148186,2.5375552,0.9428090415820635,0.5508892313827749,0.5294007868115583,2.0,1.0
00-0028118,2020,1,30.0,,-0.19123305,,-0.0063744349999999995,,6.933333333333334,,0.5333333333333333,0.0,0.0,-0.19123305,-0.19123305,,,,0.0,0.0
00-0028118,2021,6,25.0,12.083045973594572,-2.4792693383333333,11.997391184925641,-0.06472566787222629,0.5959779133640348,6.626668067075044,2.9446947791240268,0.6208981586888563,0.03807303807303807,0.030858676207513414,-14.54744,14.053602,0.4833218389437829,4.8390834345536575,9.207752240433324,2.0,0.3333333333333333
00-0028118,2022,2,4.0,1.4142135623730951,-2.1926685,2.074958887451147,-0.48689709999999997,0.3465956012877544,6.533333333333333,4.054078878802873,0.6666666666666666,0.1,0.16666666666666666,-3.659886,-0.725451,0.3535533905932738,0.9463167311662237,0.7118456883143367,0.0,0.0
00-0028118,2023,10,18.0,15.173075568988056,0.21160159600000003,5.143512348968479,-0.17067112804269963,0.5343578633595781,5.511000682512983,3.459536956810949,0.5923571478633505,0.018710576114381833,0.011814024390243903,-10.349501,9.550549,0.8429486427215587,24.307530974239338,3.130921260600615,5.0,0.5
00-0028664,2020,1,1.0,,-3.3216047,,-3.3216047,,0.0,,0.0,0.0,0.0,-3.3216047,-3.3216047,,,,0.0,0.0
00-0028872,2018,5,1.0,0.0,0.68004672,3.2108880611086477,0.68004672,3.2108880611086477,6.2,6.016643582596529,0.6,0.0,0.0,-2.925404,3.3471262,0.0,4.721569807892975,4.721569807892975,3.0,0.6
00-0028872,2019,3,1.0,0.0,1.0816533666666668,4.01266610154352,1.0816533666666668,4.01266610154352,9.333333333333334,12.096831541082704,0.6666666666666666,0.0,0.3333333333333333,-3.512393,3.9007328,0.0,3.709752333974941,3.709752333974941,2.0,0.6666666666666666
00-0028872,2021,1,1.0,,-2.5820916,,-2.5820916,,2.0,,1.0,0.0,0.0,-2.5820916,-2.5820916,,,,0.0,0.0
00-0028872,2023,1,1.0,,-1.9410884,,-1.9410884,,7.0,,1.0,0.0,0.0,-1.9410884,-1.9410884,,,,0.0,0.0
00-0028986,2018,16,36.625,8.80056816347672,-1.04692239125,3.57114088612431,-0.025282710453922965,0.10199831595327476,6.708197094652999,1.0924175684163262,0.6194456526218766,0.0320572426304582,0.025174515870131007,-7.077342,6.5769873,0.24028855053861353,3.4110846381463427,4.034310962788735,4.0,0.25
00-0028986,2019,9,27.444444444444443,13.106402167558333,-0.3568034211111109,11.394913895979448,-0.06533416662529706,0.36996769683933256,6.624995069064837,1.5823288366839185,0.651267673593255,0.035692119180491276,0.020855951088509225,-18.784487,21.749092,0.4775612125830972,31.936111656370574,5.6626986452764045,5.0,0.5555555555555556
00-0028986,2020,1,10.0,,-4.156521,,-0.41565209999999997,,4.6,,0.5,0.0,0.0,-4.156521,-4.156521,,,,0.0,0.0
00-0028986,2021,4,18.0,13.19090595827292,-2.069063375,4.569043086664558,-0.43114491875,0.6217816909496442,5.528409090909091,2.411887511837603,0.5861742424242424,0.028409090909090908,0.010416666666666666,-4.781158,4.764441,0.73282810879294,2.20826637882204,1.4421640239953406,1.0,0.25
00-0028986,2022,2,3.5,2.1213203435596424,-2.8931369499999997,1.4142082590722362,-0.862598495,0.11875413619862706,0.8,1.1313708498984762,0.2,0.0,0.0,-3.8931332,-1.8931407,0.6060915267313264,0.48881483438668066,0.13767023347128268,0.0,0.0
00-0028986,2023,2,26.5,13.435028842544403,-10.32566475,11.01900088827522,-0.5680562308006536,0.7038057635195873,5.004084967320261,1.919124777043881,0.6429738562091503,0.013888888888888888,0.07271241830065359,-18.117275,-2.5340545,0.5069822204733737,1.067146876744688,1.2389719984720526,0.0,0.0
00-0029000,2018,1,1.0,,-0.48140335,,-0.48140335,,0.0,,0.0,0.0,0.0,-0.48140335,-0.48140335,,,,0.0,0.0
00-0029000,2020,1,1.0,,2.913771,,2.913771,,20.0,,1.0,1.0,0.0,2.913771,2.913771,,,,1.0,1.0
00-0029000,2021,1,1.0,,-0.47759083,,-0.47759083,,0.0,,0.0,0.0,0.0,-0.47759083,-0.47759083,,,,0.0,0.0
00-0029263,2018,17,26.705882352941178,6.381268544364366,3.917379323529412,10.299232476498794,0.17254407599354393,0.4345533869745636,8.312091077130162,2.474908322958233,0.6570658114112863,0.08569198641279466,0.015007186618439815,-14.0938015,21.50564,0.2389461789739961,2.629112890507517,2.5185065582363038,12.0,0.7058823529411765
00-0029263,2019,18,32.05555555555556,8.03281667852875,6.329386205555555,9.803129059876463,0.21749925724936026,0.32574677919773687,8.377201222717726,1.7778508187216246,0.6641556279975835,0.06085096790053236,0.00854654727234601,-12.846737,18.2019,0.25059046830765597,1.548827760150244,1.4976914556736722,13.0,0.7222222222222222
00-0029263,2020,17,34.411764705882355,6.510173034657105,3.69080445,9.929612297579718,0.1107496705992068,0.3107108984431799,7.467357822709685,1.6674907669989412,0.6764863627754755,0.07413685487617043,0.02315161866727645,-15.527875,19.570175,0.18918451553704405,2.6903653206497347,2.8055243574277973,12.0,0.7058823529411765
00-0029263,2021,14,28.571428571428573,5.996335877520868,1.1790023535714285,9.935166776765525,0.055701273825391036,0.32751214085971475,7.993552295856832,2.09986164086601,0.6502373374543928,0.06689458376471293,0.015017616428906751,-20.466978,15.2365465,0.20987175571323036,8.4267573738678,5.879796248221897,8.0,0.5714285714285714
00-0029263,2022,15,32.2,6.383013171132983,-3.733134056,8.0410394845665,-0.10925613185102186,0.22541271498406373,7.4801043466583925,1.7989875486084521,0.6074950083557893,0.03527882130655192,0.023170287864685148,-14.1914,15.161885,0.19823022270599325,2.1539648359647603,2.063158480582392,6.0,0.4
00-0029263,2023,15,29.8,5.621387729022079,-1.0890798600000002,8.369341662620702,-0.05641411108719049,0.3320385178441973,6.7778137440527155,1.2435935222477905,0.6607047709442699,0.06104956602446073,0.01961083507136139,-18.298592,14.218062,0.18863717211483486,7.68478232865375,5.885735172375883,8.0,0.5333333333333333
00-0029567,2018,7,38.0,7.788880963698614,2.959694057142857,9.990686727137962,0.06749179791313865,0.2464935656791516,6.936038969421032,1.9521723266759667,0.6900856383609162,0.035047158788106776,0.032413878831800844,-11.164289,19.461933,0.2049705516762793,3.3755808993252767,3.6522003161982237,4.0,0.5714285714285714
00-0029567,2019,4,29.25,21.219095173922945,-3.395285975,9.519705583799233,-0.12101201300816872,0.8001609906100126,6.995599037487335,1.6369544459800245,0.6234485815602837,0.04188829787234043,0.02317629179331307,-16.524363,6.107098,0.7254391512452288,2.8038008149811984,6.612244278227146,1.0,0.25
00-0029567,2020,9,34.666666666666664,14.730919862656233,-3.739462621111111,7.967453597056174,-0.19683264014468368,0.32670887595363324,5.216927169176959,2.126879971451983,0.5696620732785578,0.02932781948761764,0.024510512693860047,-17.926327,5.130042,0.4249303806535452,2.1306413258621624,1.6598307867713546,3.0,0.3333333333333333
00-0029567,2021,1,35.0,,4.486182,,0.12817662857142859,,7.142857142857143,,0.6857142857142857,0.02857142857142857,0.0,4.486182,4.486182,,,,1.0,1.0
00-0029567,2022,2,21.0,11.313708498984761,-17.085614,10.783970968577483,-0.7899059469496021,0.08796215919881736,5.598143236074271,0.8946682616073823,0.6007957559681698,0.0,0.09018567639257294,-24.711033,-9.460195,0.5387480237611791,0.6311725741069348,0.11135776295709995,0.0,0.0
00-0029604,2018,16,37.875,9.528028827272372,-0.7538548975,11.99680222418368,-0.022515224498979233,0.3102229705415413,7.219884735770257,1.801616621778033,0.7012099941403307,0.05161777794174647,0.01717647247007354,-22.892393,14.962537,0.2515651175517458,15.913940818012236,13.778364526438802,9.0,0.5625
00-0029604,2019,17,29.647058823529413,6.827711700037101,4.956619723529411,13.025443210934458,0.20679124535995394,0.4569411545814142,8.148576312977385,2.1002685942752195,0.7003034083766908,0.05650862759225868,0.013531727719481915,-22.88603,25.224983,0.2302997994060133,2.627888346790413,2.209673595156475,13.0,0.7647058823529411
00-0029604,2020,16,32.25,9.05906544112949,5.730588878124999,7.139803407216016,0.20543232722141824,0.28796900124726443,8.606319937934906,2.1966752400215848,0.6765641582119177,0.06980874328559382,0.02612737929598395,-13.038895,18.675098,0.28090125398851135,1.2459109454650148,1.4017706226775442,13.0,0.8125
00-0029604,2021,16,35.0625,7.279823715814369,4.4770979425,9.770057457731024,0.11741299988750242,0.2819265068422384,7.518581784661216,1.8071632547248313,0.6537472499960552,0.0621586548189052,0.013717258709510969,-9.925638,20.69339,0.20762420579862728,2.182230003276508,2.401152403161168,11.0,0.6875
00-0029604,2022,18,37.888888888888886,8.770866808654855,1.706248442222222,11.2414056908012,0.03985267694007869,0.37681794434541943,7.100786634705967,1.77394730711052,0.6702730928776355,0.044694170064869344,0.01898676012738457,-18.254179,22.573524,0.23148915330760617,6.588375650711432,9.455273102782826,9.0,0.5
00-0029604,2023,8,38.875,10.682930309610748,4.6378807250000005,10.981753682910247,0.0788632033381307,0.3696824484138569,7.483333888865172,1.0850832020313907,0.6925347868746344,0.0606748279675708,0.021276581605528973,-10.878063,19.499933,0.2748020658420771,2.3678387466314685,4.687641799545236,6.0,0.75
00-0029623,2019,1,1.0,,-0.04524401,,-0.04524401,,1.0,,1.0,0.0,0.0,-0.04524401,-0.04524401,,,,0.0,0.0
00-0029632,2018,2,1.0,0.0,0.4688517499999999,3.1796435981383206,0.4688517499999999,3.1796435981383206,2.5,3.5355339059327378,0.5,0.5,0.0,-1.7794958,2.7171993,0.0,6.781767580345645,6.781767580345645,1.0,0.5
00-0029664,2019,1,1.0,,-2.8734639,,-2.8734639,,0.0,,0.0,0.0,1.0,-2.8734639,-2.8734639,,,,0.0,0.0
00-0029665,2018,2,3.0,1.4142135623730951,0.029984050000000012,0.7366613697664112,-0.0538682625,0.27094753239179503,2.625,3.7123106012293743,0.25,0.0,0.0,-0.4909142,0.5508823,0.47140452079103173,7.3666136976641114,5.029817555221779,1.0,0.5
00-0029665,2019,6,6.333333333333333,7.420691791650336,-0.05143799333333332,5.411004345080071,0.13654677531746032,0.7952741327486168,6.3730158730158735,4.527333631513755,0.5761904761904763,0.027777777777777776,0.04126984126984127,-7.2721286,8.93726,1.1716881776290005,54.11004345080071,5.824188311292362,3.0,0.5
00-0029665,2020,3,4.666666666666667,6.3508529610858835,-6.7765377566666665,9.407681457987369,-1.3903703399999998,0.44973962253108773,3.9166666666666665,4.61203136734057,0.5277777777777778,0.0,0.3611111111111111,-17.627457,-0.90651757,1.360897063089832,1.3882725656965784,0.3234675032920278,0.0,0.0
00-0029668,2018,18,39.27777777777778,11.333477507733477,5.558418694444445,10.2887531693785,0.17135517365669117,0.2976343559421628,7.240107496175235,1.7305011176926195,0.6662112420952817,0.06453496851002012,0.022239202812768456,-15.196594,21.505083,0.2885468106636529,1.8510216187315924,1.7369440886475425,14.0,0.7777777777777778
00-0029682,2018,6,29.666666666666668,13.822686666009133,-1.5447624333333334,9.959928080345717,0.13543449350875802,0.6549312280011976,6.901329665442568,1.128300074295283,0.6600383741512773,0.05544965786901271,0.016584766584766587,-14.723644,8.651353,0.4659332584048022,6.447546797764815,4.83577861912147,3.0,0.5
00-0029692,2018,1,1.0,,-2.9034433,,-2.9034433,,0.0,,0.0,0.0,0.0,-2.9034433,-2.9034433,,,,0.0,0.0
00-0029692,2021,1,1.0,,3.8561704,,3.8561704,,16.0,,1.0,0.0,0.0,3.8561704,3.8561704,,,,1.0,1.0
00-0029701,2018,11,24.90909090909091,4.742458127480842,-4.893073881818181,11.535434353979305,-0.17624462031521426,0.4767963152238433,7.460324190182897,3.16081750622646,0.6471164185137422,0.06597641696767971,0.030018979065899887,-24.138565,11.693694,0.1903906547528805,2.357502590926123,2.705309894685529,4.0,0.36363636363636365
00-0029701,2019,14,24.714285714285715,8.13755369996292,4.716322659328571,7.680323699436327,0.17460820444494468,0.34708811450287624,9.022530164396441,2.866325802452268,0.6820186828898994,0.08175833643144857,0.019981877956015887,-5.286027,20.897636,0.3292651786112164,1.628455950579454,1.9878110287327067,9.0,0.6428571428571429
00-0029701,2020,17,29.823529411764707,7.350470173036952,7.392905423529411,8.691191127707036,0.24653569792853147,0.31992375590780053,7.868298723005961,1.569818127205115,0.6524280392089704,0.07023293193647655,0.015354456635060142,-8.300374,23.80768,0.2464654693128761,1.1756123783276828,1.2976772069761013,12.0,0.7058823529411765
00-0029701,2021,18,30.833333333333332,8.873291053360477,1.119960876111111,9.405498648955247,0.04586662549793883,0.30707160556755364,7.184445079797279,1.5973033978693936,0.6710283548557335,0.04477258738342482,0.030700028916025086,-19.695787,18.735546,0.2877824125414209,8.398060012251829,6.694881130536907,11.0,0.6111111111111112
00-0029701,2022,12,27.083333333333332,6.570710952723641,1.6430960199999998,8.600221748569117,0.03307785936735161,0.34560655504856563,7.718415416139874,1.8089313690308264,0.6570846742028372,0.04083405930155156,0.020487034083525313,-11.536095,16.866169,0.24261086594671907,5.23415652152156,10.44827451529965,6.0,0.5
00-0029701,2023,9,25.555555555555557,5.79031758868007,-2.540707563333333,8.280352040173755,-0.1268338282600134,0.33811062052787283,7.006214177978884,2.121332492873413,0.6518384447796213,0.017621082621082623,0.02873428858722977,-14.025612,9.329528,0.2265776447744375,3.259073243876276,2.665776356089601,4.0,0.4444444444444444
00-0029747,2021,1,1.0,,3.7315283,,3.7315283,,23.0,,1.0,0.0,0.0,3.7315283,3.7315283,,,,1.0,1.0
00-0029857,2019,1,4.0,,-0.6239215,,-0.155980375,,4.5,,0.5,0.0,0.0,-0.6239215,-0.6239215,,,,0.0,0.0
00-0030085,2018,1,1.0,,1.2839273,,1.2839273,,3.0,,1.0,1.0,0.0,1.2839273,1.2839273,,,,1.0,1.0
00-0030140,2018,1,1.0,,2.7343886,,2.7343886,,7.0,,1.0,0.0,0.0,2.7343886,2.7343886,,,,1.0,1.0
00-0030151,2020,1,5.0,,-1.1256111,,-0.22512221999999998,,3.6,,0.2,0.0,0.0,-1.1256111,-1.1256111,,,,0.0,0.0
00-0030279,2020,1,1.0,,-0.517419,,-0.517419,,0.0,,0.0,0.0,0.0,-0.517419,-0.517419,,,,0.0,0.0
00-0030279,2021,1,1.0,,-0.49345556,,-0.49345556,,0.0,,0.0,0.0,0.0,-0.49345556,-0.49345556,,,,0.0,0.0
00-0030279,2023,2,1.0,0.0,1.757438465,3.1267610406591624,1.757438465,3.1267610406591624,24.5,34.64823227814083,0.5,0.5,0.0,-0.45351547,3.9683924,0.0,1.7791581912708179,1.7791581912708179,1.0,0.5
00-0030288,2021,1,1.0,,-0.49312064,,-0.49312064,,0.0,,0.0,0.0,0.0,-0.49312064,-0.49312064,,,,0.0,0.0
00-0030288,2022,1,1.0,,-0.4519726,,-0.4519726,,0.0,,0.0,0.0,0.0,-0.4519726,-0.4519726,,,,0.0,0.0
00-0030465,2019,1,1.0,,-0.14810775,,-0.14810775,,3.0,,1.0,0.0,0.0,-0.14810775,-0.14810775,,,,0.0,0.0
00-0030506,2020,2,1.0,0.0,0.22654658000000003,0.9222492802370067,0.22654658000000003,0.9222492802370067,2.0,2.8284271247461903,0.5,0.0,0.0,-0.42558214,0.8786753,0.0,4.070903565337454,4.070903565337454,1.0,0.5
00-0030506,2021,1,1.0,,0.70204556,,0.70204556,,2.0,,1.0,1.0,0.0,0.70204556,0.70204556,,,,1.0,1.0
00-0030520,2018,2,10.5,4.949747468305833,4.37075885,0.9059722902459237,0.44541633571428574,0.12368819902837354,8.464285714285715,0.7576144084141572,0.7142857142857143,0.03571428571428571,0.0,3.7301397,5.011378,0.4714045207910317,0.20728031935368016,0.27769120508349265,2.0,1.0
00-0030520,2019,2,5.0,2.8284271247461903,0.5232177499999999,5.916546639504342,0.5230166309523809,1.479172213036685,7.428571428571429,6.464976285134148,0.6190476190476191,0.16666666666666666,0.0,-3.6604125,4.706848,0.565685424949238,11.308000616386472,2.8281552162943724,1.0,0.5
00-0030520,2020,5,35.8,7.791020472312983,-3.55977866,7.163096753564203,-0.1112173583890101,0.20682779654178698,5.798718594370769,1.244628504688809,0.6142017794191708,0.03652509652509652,0.029030272508533378,-12.600024,5.461373,0.21762627017634031,2.0122309384157617,1.859671903178601,2.0,0.4
00-0030520,2021,6,27.833333333333332,11.267948645013725,-13.473493916666664,11.710344312632715,-0.7844580471722783,1.211179438497523,4.524469696969697,1.9231337254429623,0.5283136924803592,0.022098765432098766,0.07906004489337823,-35.56482,-2.8583272,0.4048364782639662,0.8691393921325085,1.5439696780005503,0.0,0.0
00-0030533,2018,1,25.0,,14.352385,,0.5740954,,9.28,,0.6,0.12,0.0,14.352385,14.352385,,,,1.0,1.0
00-0030533,2019,2,25.5,13.435028842544403,-5.185068749999999,4.211036195980762,-0.18559206562499997,0.06735691926907816,7.283035714285715,0.9255522689459631,0.5383928571428571,0.0,0.05982142857142857,-8.162721,-2.2074165,0.5268638761782118,0.8121466462678557,0.362929950923532,0.0,0.0
00-0030533,2020,3,7.0,5.291502622129181,0.5862951433333333,4.389398728636781,-0.09322684589743589,0.5620686566006912,6.894017094017094,4.968398049710167,0.5760683760683761,0.025641025641025644,0.025641025641025644,-3.5239272,5.2097473,0.7559289460184545,7.486670798057804,6.029042934897257,2.0,0.6666666666666666
00-0030564,2018,1,1.0,,-0.44559604,,-0.44559604,,0.0,,0.0,0.0,0.0,-0.44559604,-0.44559604,,,,0.0,0.0
00-0030564,2019,2,1.0,0.0,-2.78924125,5.787818557096112,-2.78924125,5.787818557096112,3.0,4.242640687119285,0.5,0.5,0.5,-6.881847,1.3033645,0.0,2.075051255281741,2.075051255281741,1.0,0.5
00-0030564,2023,1,1.0,,-0.41801506,,-0.41801506,,0.0,,0.0,0.0,0.0,-0.41801506,-0.41801506,,,,0.0,0.0
00-0030565,2018,2,2.0,1.4142135623730951,-1.220542255,2.078882120934136,-0.3236976216666667,0.8105522771326106,4.0,5.656854249492381,0.5,0.0,0.0,-2.6905339,0.24944939,0.7071067811865476,1.7032446950672233,2.5040414969971296,1.0,0.5
00-0030565,2020,1,5.0,,0.6387939,,0.12775878000000002,,6.6,,0.8,0.0,0.0,0.6387939,0.6387939,,,,1.0,1.0
00-0030565,2021,4,23.75,6.238322424070967,-0.30918507500000003,6.779489592134688,0.022966521259469685,0.27551293055984877,7.488260360962567,0.6780369439451894,0.6714432932263814,0.054715352049910876,0.014705882352941176,-7.984437,6.3083687,0.26266620732930385,21.926962652174225,11.996284828998546,2.0,0.5
00-0030565,2022,18,33.72222222222222,5.50727385913186,1.807414838888889,9.324743374121102,0.0630647115288802,0.2779977505168961,7.54977174623192,1.5692444156528407,0.6993251108228352,0.0542378418328639,0.019378920757267794,-18.171165,21.017963,0.16331289862335008,5.159160572043052,4.408134815452034,10.0,0.5555555555555556
00-0030565,2023,15,33.266666666666666,7.5919757137450885,2.1627023733333335,8.898435957181793,0.032296498802476675,0.2986921083536569,7.129239282926056,1.337187120165008,0.6450882340869825,0.04032200244142001,0.017961370197142553,-14.661982,14.86927,0.22821570281798864,4.114498632313792,9.248436190574054,10.0,0.6666666666666666
00-0030578,2021,1,1.0,,-0.59963995,,-0.59963995,,0.0,,0.0,0.0,0.0,-0.59963995,-0.59963995,,,,0.0,0.0
00-0030669,2018,1,1.0,,4.3519764,,4.3519764,,52.0,,1.0,1.0,0.0,4.3519764,4.3519764,,,,1.0,1.0
00-0030669,2019,1,2.0,,0.94252115,,0.471260575,,10.0,,0.5,0.0,0.0,0.94252115,0.94252115,,,,1.0,1.0
00-0030669,2021,1,1.0,,-0.9979545,,-0.9979545,,0.0,,0.0,0.0,0.0,-0.9979545,-0.9979545,,,,0.0,0.0
00-0031051,2019,2,1.0,0.0,2.77132465,0.5884631021382095,2.77132465,0.5884631021382095,22.0,8.48528137423857,1.0,1.0,0.0,2.3552184,3.1874309,0.0,0.21234000936635467,0.21234000936635467,2.0,1.0
00-0031062,2019,1,1.0,,2.000194,,2.000194,,35.0,,1.0,0.0,0.0,2.000194,2.000194,,,,1.0,1.0
00-0031136,2018,1,1.0,,3.991391,,3.991391,,2.0,,1.0,1.0,0.0,3.991391,3.991391,,,,1.0,1.0
00-0031136,2021,1,1.0,,-3.0074847,,-3.0074847,,0.0,,0.0,0.0,0.0,-3.0074847,-3.0074847,,,,0.0,0.0
00-0031235,2018,2,1.0,0.0,4.74075485,1.2546230266825191,4.74075485,1.2546230266825191,53.0,5.656854249492381,1.0,1.0,0.0,3.8536024,5.6279073,0.0,0.2646462570580968,0.2646462570580968,2.0,1.0
