gsis_id,player,forecast_year,att_2023,epa_2023,mean,median,q05,q25,q75,q95,iqr,sigma_att,sigma_epa_att
00-0037834,Brock Purdy,2025,444,143.7535585695354,81.91992567859737,81.56276813003416,18.54417736731249,59.87490262163351,104.0842034746322,147.9322195184986,44.209300852998695,87.7866732482784,0.18044245222701363
00-0038102,Kenny Pickett,2024,324,-40.24149194660611,-6.123215789677354,-6.179751214149759,-70.82344920902304,-26.964119094253906,15.433214603165943,55.633147718991786,42.39733369741985,87.7866732482784,0.18044245222701363
00-0038102,Kenny Pickett,2025,324,-40.24149194660611,-3.851886646295253,-3.672746773895634,-68.79079994006112,-24.335408326607137,17.78619645884816,56.192062414725584,42.1216047854553,87.7866732482784,0.18044245222701363
00-0038122,Desmond Ridder,2024,388,-33.3997411758443,9.047129887598263,9.253125056783642,-56.5687560748948,-13.49464880616384,32.92078186790227,72.64322025362175,46.41543067406611,87.7866732482784,0.18044245222701363
00-0038122,Desmond Ridder,2025,388,-33.3997411758443,12.066534488215407,12.425202450759498,-53.07015949215114,-10.403369648859526,35.62361082787473,75.70170036254984,46.02698047673425,87.7866732482784,0.18044245222701363
00-0038579,Aidan O'Connell,2024,343,-16.852607789448424,-1.3497355173374626,-1.3914465074349796,-65.37686096899058,-22.436149158936736,20.018819121906702,61.86111706714439,42.45496828084344,87.7866732482784,0.18044245222701363
00-0038579,Aidan O'Connell,2025,343,-16.852607789448424,2.462148969988295,2.74857288453389,-58.64422460526584,-19.430617395859368,24.74532870421678,63.3171291863888,44.175946100076146,87.7866732482784,0.18044245222701363
00-0039150,Bryce Young,2024,527,-160.3264418747372,-15.596682245390385,-15.228711512510728,-81.02389733450532,-39.15146378974286,7.584230572977107,46.65389017265149,46.73569436271997,87.7866732482784,0.18044245222701363
00-0039150,Bryce Young,2025,527,-160.3264418747372,-10.199634514222948,-9.833308525114056,-75.32715678885381,-33.09921632423287,12.853419479595873,55.416076711269476,45.95263580382874,87.7866732482784,0.18044245222701363
00-0039163,C.J. Stroud,2024,499,64.82617261070857,22.268124674742488,22.43527304901402,-41.64384364644886,-1.6851696904053166,45.807553963594664,88.50927813631202,47.49272365399998,87.7866732482784,0.18044245222701363
00-0039163,C.J. Stroud,2025,499,64.82617261070857,26.736601239281534,27.240361255146553,-38.4668753822768,3.9053546775166312,50.67179054425428,90.76351963557643,46.766435866737645,87.7866732482784,0.18044245222701363
