gsis_id,season,carries,rushing_yards,rushing_tds,rushing_epa,rushing_first_downs,rushing_fumbles,rushing_fumbles_lost,games,ryoe_total,ryoe_per_att,rush_pct_oe,pct_box_8plus,avg_time_to_los,ngs_efficiency,display_name,position,birth_date,rookie_season,draft_round,draft_pick,has_ngs,age,age_c,age_c2,experience,log_carries,rushing_epa_per_att,rushing_epa_lag1,carries_lag1,log_carries_lag1,ryoe_per_att_lag1,rushing_epa_per_att_lag1,pct_box_8plus_lag1,delta_rushing_epa,delta_carries,delta_ryoe_per_att
00-0025394,2020,156,604.0,7,-12.136177927282521,34.0,0.0,0.0,16,-77.7760012998848,-0.5017806535476439,0.27741935483870966,29.48717948717949,2.6730689655172406,4.042135761589403,Adrian Peterson,RB,1985-03-21,2007,1.0,7.0,1,35.449691991786445,9.96712444873313,99.34356977653371,13,5.049856007249537,-0.07779601235437514,-25.582746157393558,211.0,5.351858133476067,0.48524996616189753,-0.12124524245210216,29.383886255924168,13.446568230111037,-55.0,-0.9870306197095414
00-0025399,2017,207,891.0,7,-15.315699038124793,44.0,1.0,1.0,15,,-0.033124596609955745,,33.81642512077295,2.7203817204301064,3.81117117117117,Marshawn Lynch,RB,1986-04-22,2007,1.0,12.0,0,31.362080766598222,5.879513223544908,34.568675745839435,10,5.332718793265369,-0.07398888424214875,,,,,,,,,
00-0025399,2018,90,376.0,3,-2.75941792973246,20.0,0.0,0.0,6,-2.9480890982860615,-0.033124596609955745,0.4943820224719101,23.333333333333332,2.8322926829268296,4.1075531914893615,Marshawn Lynch,RB,1986-04-22,2007,1.0,12.0,1,32.36139630390144,6.878828760848123,47.31828512107132,11,4.499809670330265,-0.030660199219249555,-15.315699038124793,207.0,5.332718793265369,-0.033124596609955745,-0.07398888424214875,33.81642512077295,12.556281108392334,-117.0,0.0
00-0026153,2016,218,824.0,9,-16.840434240642935,47.0,3.0,2.0,13,,0.09198216852442154,,38.07339449541284,2.834389743589743,4.37992718446602,Jonathan Stewart,RB,1987-03-21,2008,1.0,13.0,0,29.451060917180012,3.968493374126698,15.748939660487505,8,5.384495062789089,-0.0772496983515731,,,,,,,,,
00-0026153,2017,198,680.0,6,-39.09691578509003,41.0,3.0,3.0,15,,0.09198216852442154,,51.010101010101,2.837988636363636,4.63205882352941,Jonathan Stewart,RB,1987-03-21,2008,1.0,13.0,0,30.45037645448323,4.967808911429916,24.67912538048249,9,5.288267030694535,-0.19745917063176785,-16.840434240642935,218.0,5.384495062789089,0.09198216852442154,-0.0772496983515731,38.07339449541284,-22.256481544447098,-20.0,0.0
00-0026184,2016,218,813.0,7,-18.978297370893415,35.0,1.0,1.0,14,,0.09198216852442154,,14.678899082568808,2.6368564102564105,4.21070110701107,Matt Forte,RB,1985-12-10,2008,2.0,44.0,0,30.72689938398357,5.244331840930258,27.503016457794946,8,5.384495062789089,-0.08705640995822668,,,,,,,,,
00-0026184,2017,103,381.0,2,-18.91290384437889,12.0,1.0,1.0,12,,0.09198216852442154,,18.446601941747574,2.7216808510638297,3.9266315789473683,Matt Forte,RB,1985-12-10,2008,2.0,44.0,0,31.72621492128679,6.243647378233476,38.983132583721755,9,4.634728988229636,-0.18362042567358144,-18.978297370893415,218.0,5.384495062789089,0.09198216852442154,-0.08705640995822668,14.678899082568808,0.06539352651452646,-115.0,0.0
00-0026289,2016,133,548.0,4,-2.0469529531604436,32.0,0.0,0.0,15,,0.09198216852442154,,27.819548872180448,2.553854838709678,3.7370437956204365,Tim Hightower,RB,1986-05-23,2008,5.0,149.0,0,30.27789185489391,4.795324311840595,22.995135255729476,8,4.890349128221754,-0.01539062370797326,,,,,,,,,
00-0026373,2016,87,291.0,1,-28.157562304171734,10.0,2.0,1.0,9,,0.09198216852442154,,8.045977011494253,2.806716216216217,5.292508591065294,Justin Forsett,RB,1985-10-14,2008,7.0,233.0,0,30.882956878850102,5.400389335796788,29.164204978187676,8,4.465908118654584,-0.3236501414272613,,,,,,,,,
00-0027029,2016,234,1267.0,13,14.077443695205597,55.0,3.0,0.0,15,,-0.6386249983789627,,26.923076923076923,3.003444444444444,3.9576400947119184,LeSean McCoy,RB,1988-07-12,2009,2.0,53.0,0,28.139630390143736,2.6570628470904225,7.059982973388262,7,5.455321115357702,0.06016001579147691,,,,,,,,,
00-0027029,2017,287,1138.0,6,-40.21447004962522,56.0,3.0,1.0,16,,-0.6386249983789627,,35.88850174216028,2.953293103448276,4.297196836555361,LeSean McCoy,RB,1988-07-12,2009,2.0,53.0,0,29.138945927446954,3.6563783843936406,13.369102889861049,8,5.659482215759621,-0.1401201047025269,14.077443695205597,234.0,5.455321115357702,-0.6386249983789627,0.06016001579147691,26.923076923076923,-54.291913744830815,53.0,0.0
00-0027029,2018,161,514.0,3,-35.960032575028414,22.0,0.0,0.0,14,-164.70024369855037,-1.0490461382073273,0.3057324840764331,18.012422360248447,2.9653649635036494,5.050992217898834,LeSean McCoy,RB,1988-07-12,2009,2.0,53.0,1,30.138261464750173,4.655693921696859,21.675485892525074,9,5.081404364984463,-0.2233542395964498,-40.21447004962522,287.0,5.659482215759621,-0.6386249983789627,-0.1401201047025269,35.88850174216028,4.254437474596806,-126.0,-0.4104211398283646
