gsis_id,season,carries,rushing_yards,rushing_tds,rushing_epa,rushing_first_downs,rushing_fumbles,rushing_fumbles_lost,games,ryoe_total,ryoe_per_att,rush_pct_oe,pct_box_8plus,avg_time_to_los,ngs_efficiency,display_name,position,birth_date,rookie_season,draft_round,draft_pick,has_ngs,age,age_c,age_c2,experience,log_carries,rushing_epa_per_att,rushing_epa_lag1,carries_lag1,log_carries_lag1,ryoe_per_att_lag1,rushing_epa_per_att_lag1,pct_box_8plus_lag1,delta_rushing_epa,delta_carries,delta_ryoe_per_att
00-0027029,2019,101,465.0,4,-5.831186089431867,24.0,2.0,1.0,13,-22.36397813795861,-0.22820385855059808,0.2857142857142857,10.891089108910892,2.7107311827957004,3.6535268817204307,LeSean McCoy,RB,1988-07-12,2009,2.0,53.0,1,31.137577002053387,5.655009459000073,31.979131981380302,10,4.61512051684126,-0.057734515736949175,-35.960032575028414,161.0,5.081404364984463,-1.0490461382073273,-0.2233542395964498,18.012422360248447,30.128846485596547,-60.0,0.8208422796567292
00-0027155,2016,181,593.0,3,-31.892868811963126,29.0,0.0,0.0,13,,0.09198216852442154,,6.666666666666667,2.5109565217391308,4.270439189189188,Rashad Jennings,RB,1985-03-26,2009,7.0,250.0,0,31.43600273785079,5.953435194797475,35.44339061865325,7,5.198497031265826,-0.17620369509371892,,,,,,,,,
00-0027325,2016,299,1161.0,18,-18.614842558136168,67.0,2.0,1.0,16,,-0.9849196939376189,,43.47826086956522,2.6807575757575774,4.074013781223086,LeGarrette Blount,RB,1986-12-05,2010,,,0,29.741273100616016,4.258705557562703,18.13657302601545,6,5.700443573390687,-0.06225699852219454,,,,,,,,,
00-0027325,2017,173,766.0,2,-24.477676209432587,30.0,1.0,1.0,16,,-0.9849196939376189,,26.011560693641616,2.635813333333333,3.5785248041775457,LeGarrette Blount,RB,1986-12-05,2010,,,0,30.740588637919235,5.258021094865921,27.646785834055017,7,5.153291594497779,-0.14148945785799183,-18.614842558136168,299.0,5.700443573390687,-0.9849196939376189,-0.06225699852219454,43.47826086956522,-5.86283365129642,-126.0,0.0
00-0027325,2018,154,418.0,5,-36.81721685609195,25.0,1.0,0.0,16,-151.6776328663933,-0.9849196939376189,0.2662337662337662,38.961038961038966,2.8273153846153853,5.058684210526318,LeGarrette Blount,RB,1986-12-05,2010,,,1,31.73990417522245,6.257336632169135,39.154261728285775,8,5.0369526024136295,-0.23907283672786983,-24.477676209432587,173.0,5.153291594497779,-0.9849196939376189,-0.14148945785799183,26.011560693641616,-12.339540646659366,-19.0,0.0
00-0027531,2016,117,439.0,3,-33.90565683084424,21.0,5.0,3.0,11,,-0.46777956999131565,,21.1864406779661,2.8285,4.812850574712643,Chris Ivory,RB,1988-03-22,2010,,,0,28.44626967830253,2.9637021352492177,8.783530346480772,6,4.762173934797756,-0.2897919387251644,,,,,,,,,
00-0027531,2017,112,382.0,1,-27.11216804070864,16.0,2.0,2.0,14,,-0.46777956999131565,,50.89285714285714,2.6619622641509433,4.4984554973821975,Chris Ivory,RB,1988-03-22,2010,,,0,29.44558521560575,3.9630176725524358,15.705509072962926,7,4.718498871295094,-0.24207292893489857,-33.90565683084424,117.0,4.762173934797756,-0.46777956999131565,-0.2897919387251644,21.1864406779661,6.793488790135598,-5.0,0.0
00-0027531,2018,115,385.0,1,-18.688140954764094,25.0,1.0,0.0,13,-53.32687097900998,-0.46777956999131565,0.3684210526315789,20.869565217391305,2.778851485148515,4.611350649350649,Chris Ivory,RB,1988-03-22,2010,,,1,30.444900752908968,4.962333209855654,24.624750885636317,8,4.74493212836325,-0.16250557351968778,-27.11216804070864,112.0,4.718498871295094,-0.46777956999131565,-0.24207292893489857,50.89285714285714,8.424027085944545,3.0,0.0
00-0027864,2016,155,661.0,8,-10.979501784007326,38.0,3.0,2.0,13,,0.09198216852442154,,21.935483870967744,2.6877058823529403,4.391981845688351,Ryan Mathews,RB,1987-10-10,2010,1.0,12.0,0,28.895277207392198,3.412709664338884,11.646587253072017,6,5.043425116919247,-0.07083549538069242,,,,,,,,,
00-0027966,2016,205,1043.0,6,-5.29390313064231,49.0,2.0,2.0,16,,0.10121435292836845,,18.536585365853657,2.5829790575916234,3.456490891658675,Mark Ingram,RB,1989-12-21,2011,1.0,28.0,0,26.69678302532512,1.2142154822718076,1.4743192373885585,5,5.3230099791384085,-0.02582391771045029,,,,,,,,,
00-0027966,2017,230,1124.0,12,-6.60897309250402,50.0,2.0,2.0,16,,0.10121435292836845,,42.173913043478265,2.655408256880734,3.4052804986642915,Mark Ingram,RB,1989-12-21,2011,1.0,28.0,0,27.696098562628336,2.213531019575022,4.899719574620837,6,5.438079308923196,-0.028734665619582697,-5.29390313064231,205.0,5.3230099791384085,0.10121435292836845,-0.02582391771045029,18.536585365853657,-1.3150699618617105,25.0,0.0
00-0027966,2018,138,645.0,6,-8.624336839967423,34.0,2.0,1.0,12,68.05326088906008,0.5078601558885081,0.3656716417910448,31.88405797101449,2.5523129770992363,3.470186046511628,Mark Ingram,RB,1989-12-21,2011,1.0,28.0,1,28.695414099931554,3.2128465568782403,10.322382998044363,7,4.927253685157205,-0.06249519449251756,-6.60897309250402,230.0,5.438079308923196,0.10121435292836845,-0.028734665619582697,42.173913043478265,-2.015363747463403,-92.0,0.40664580296013964
00-0027966,2019,202,1018.0,10,14.428682004530007,53.0,2.0,2.0,15,29.336508828810338,0.14816418600409262,0.35858585858585856,22.277227722772277,2.7435706521739123,3.336227897838901,Mark Ingram,RB,1989-12-21,2011,1.0,28.0,1,29.694729637234772,4.212162094181458,17.74230950765913,8,5.308267697401205,0.07142911883430697,-8.624336839967423,138.0,4.927253685157205,0.5078601558885081,-0.06249519449251756,31.88405797101449,23.05301884449743,64.0,-0.35969596988441543
00-0027966,2021,160,554.0,2,-31.323440707754344,22.0,1.0,1.0,14,-55.323861447876766,-0.35238128310749534,0.3248407643312102,38.75,2.8126026490066227,4.407039711191334,Mark Ingram,RB,1989-12-21,2011,1.0,28.0,1,31.696098562628336,6.213531019575022,38.60796773122102,10,5.075173815233827,-0.19577150442346464,14.428682004530007,202.0,5.308267697401205,0.14816418600409262,0.07142911883430697,22.277227722772277,-45.75212271228435,-42.0,-0.5005454691115879
00-0028009,2016,293,1287.0,9,-12.736655521872425,64.0,3.0,1.0,16,,0.09198216852442154,,46.75767918088737,2.9033038461538467,4.187264224473888,DeMarco Murray,RB,1988-02-12,2011,3.0,71.0,0,28.553045859000683,3.070478315947369,9.427837088702992,5,5.680172609017068,-0.04346981406782398,,,,,,,,,
00-0028009,2017,184,659.0,6,-31.70611505094137,29.0,1.0,1.0,15,,0.09198216852442154,,35.32608695652174,2.7859580838323357,4.350713201820944,DeMarco Murray,RB,1988-02-12,2011,3.0,71.0,0,29.5523613963039,4.069793853250587,16.563222007956263,6,5.214935757608986,-0.17231584266815964,-12.736655521872425,293.0,5.680172609017068,0.09198216852442154,-0.04346981406782398,46.75767918088737,-18.969459529068946,-109.0,0.0
00-0028064,2016,131,722.0,3,8.089774354109057,46.0,0.0,0.0,16,,0.09198216852442154,,9.16030534351145,2.716583333333332,3.2576038781163446,Bilal Powell,RB,1988-10-27,2011,4.0,126.0,0,27.8466803559206,2.364112812867287,5.589029391963275,5,4.875197323201151,0.06175400270312257,,,,,,,,,
00-0028064,2017,178,772.0,5,-17.93714591540473,30.0,0.0,0.0,15,,0.09198216852442154,,33.70786516853933,2.9672987012987013,3.9939766839378255,Bilal Powell,RB,1988-10-27,2011,4.0,126.0,0,28.84599589322382,3.363428350170505,11.312650266730685,6,5.181783550292085,-0.1007704826708131,8.089774354109057,131.0,4.875197323201151,0.09198216852442154,0.06175400270312257,9.16030534351145,-26.026920269513788,47.0,0.0
00-0028064,2018,80,343.0,0,-10.991366525779675,16.0,2.0,1.0,7,,0.09198216852442154,,21.502689616064217,,,Bilal Powell,RB,1988-10-27,2011,4.0,126.0,0,29.845311430527037,4.362743887473723,19.033534227689334,7,4.382026634673881,-0.13739208157224594,-17.93714591540473,178.0,5.181783550292085,0.09198216852442154,-0.1007704826708131,33.70786516853933,6.945779389625056,-98.0,0.0
00-0028083,2016,129,560.0,2,-4.344336914364829,29.0,0.0,0.0,10,,0.09198216852442154,,24.8062015503876,2.680044642857143,3.6650178571428587,Jacquizz Rodgers,RB,1990-02-06,2011,5.0,145.0,0,26.56810403832991,1.085536495276596,1.178389482577395,5,4.859812404361672,-0.03367703034391341,,,,,,,,,
00-0028087,2017,180,896.0,6,18.602263120147175,48.0,0.0,0.0,16,,-0.41340693874482176,,28.333333333333332,2.6915155279503096,3.304776785714285,Dion Lewis,RB,1990-09-27,2011,5.0,149.0,0,26.92950034223135,1.446932799178036,2.0936145253371867,6,5.19295685089021,0.10334590622303987,,,,,,,,,
00-0028087,2018,155,517.0,1,-37.46334746646517,22.0,1.0,1.0,16,-64.07807550544737,-0.41340693874482176,0.3419354838709677,27.09677419354839,2.8167244094488186,4.5762282398452605,Dion Lewis,RB,1990-09-27,2011,5.0,149.0,1,27.928815879534564,2.4462483364812506,5.984130923737286,7,5.043425116919247,-0.24169901591267853,18.602263120147175,180.0,5.19295685089021,-0.41340693874482176,0.10334590622303987,28.333333333333332,-56.06561058661235,-25.0,0.0
00-0028198,2016,121,402.0,6,-26.75095858500572,27.0,1.0,1.0,16,,0.09198216852442154,,38.84297520661157,2.256415929203541,3.999452736318411,Matt Asiata,RB,1987-07-24,2012,,,0,29.1088295687885,3.626262025735187,13.149776279289062,4,4.795790545596741,-0.22108230235541917,,,,,,,,,
00-0029141,2017,115,547.0,1,1.092400204355938,25.0,0.0,0.0,13,,-0.534216790823484,,38.26086956521739,2.8056990291262136,3.5065447897623394,Alfred Morris,RB,1988-12-12,2012,6.0,173.0,0,28.720054757015742,3.237487213962428,10.481323460570204,5,4.74493212836325,0.009499132211790766,,,,,,,,,
00-0029141,2018,111,428.0,2,-17.318682814168127,24.0,2.0,1.0,11,-58.229630199759754,-0.534216790823484,0.3577981651376147,36.03603603603604,2.711387096774194,4.2728738317757005,Alfred Morris,RB,1988-12-12,2012,6.0,173.0,1,29.71937029431896,4.236802751265646,17.95049755313215,6,4.709530201312334,-0.15602416949701015,1.092400204355938,115.0,4.74493212836325,-0.534216790823484,0.009499132211790766,38.26086956521739,-18.411083018524067,-4.0,0.0
00-0029613,2016,144,421.0,3,-36.23706489134929,23.0,1.0,1.0,8,,0.030787430475202146,,33.33333333333333,2.8401652892561984,5.17163895486936,Doug Martin,RB,1989-01-13,2012,1.0,31.0,0,27.633127994524298,2.1505604514709837,4.6249102554310815,4,4.969813299576001,-0.2516462839677034,,,,,,,,,
00-0029613,2017,138,406.0,3,-30.236382112549716,21.0,1.0,1.0,11,,0.030787430475202146,,33.33333333333333,2.9158474576271196,5.111403940886699,Doug Martin,RB,1989-01-13,2012,1.0,31.0,0,28.632443531827516,3.149875988774202,9.921718744656255,5,4.927253685157205,-0.219104218206882,-36.23706489134929,144.0,4.969813299576001,0.030787430475202146,-0.2516462839677034,33.33333333333333,6.000682778799575,-6.0,0.0
00-0029613,2018,172,723.0,4,-15.040640990540851,37.0,3.0,3.0,16,5.295438041734769,0.030787430475202146,0.38372093023255816,23.25581395348837,2.685944444444445,3.724564315352697,Doug Martin,RB,1989-01-13,2012,1.0,31.0,1,29.631759069130734,4.14919152607742,17.215790320072667,6,5.147494476813453,-0.08744558715430727,-30.236382112549716,138.0,4.927253685157205,0.030787430475202146,-0.219104218206882,33.33333333333333,15.195741122008865,34.0,0.0
00-0029615,2016,268,1073.0,5,-37.944428306227486,52.0,2.0,1.0,14,,0.6198326699463378,,26.591760299625467,2.5244837398373976,4.027347703842548,Lamar Miller,RB,1991-04-25,2012,4.0,97.0,0,25.35523613963039,-0.12733140342292515,0.016213286297651713,4,5.5909869805108565,-0.14158368770980406,,,,,,,,,
00-0029615,2017,238,888.0,3,-28.405613267115044,43.0,1.0,0.0,16,,0.6198326699463378,,24.369747899159663,2.5906203703703703,3.7298761261261277,Lamar Miller,RB,1991-04-25,2012,4.0,97.0,0,26.354551676933607,0.8719841338802929,0.7603563297389646,5,5.472270673671475,-0.11935131624838254,-37.944428306227486,268.0,5.5909869805108565,0.6198326699463378,-0.14158368770980406,26.591760299625467,9.538815039112443,-30.0,0.0
00-0029615,2018,210,973.0,5,-12.071009396262887,36.0,0.0,0.0,14,129.5450280187846,0.6198326699463378,0.3827751196172249,23.333333333333332,2.750461538461539,3.5045015416238443,Lamar Miller,RB,1991-04-25,2012,4.0,97.0,1,27.353867214236825,1.871299671183511,3.5017624593715166,6,5.3471075307174685,-0.05748099712506137,-28.405613267115044,238.0,5.472270673671475,0.6198326699463378,-0.11935131624838254,24.369747899159663,16.334603870852156,-28.0,0.0
00-0029854,2016,110,437.0,4,-14.681209916254163,22.0,0.0,0.0,7,,0.09198216852442154,,22.727272727272727,2.49030612244898,4.113478260869565,C.J. Anderson,RB,1991-02-10,2013,,,0,25.557837097878167,0.0752695548248532,0.005665505883531582,3,4.700480365792417,-0.13346554469321967,,,,,,,,,
00-0029854,2017,245,1007.0,3,-24.017994105334537,47.0,1.0,1.0,16,,0.09198216852442154,,22.040816326530614,2.551026785714285,3.6432571996027803,C.J. Anderson,RB,1991-02-10,2013,,,0,26.55715263518138,1.0745850921280677,1.1547331202238877,4,5.501258210544727,-0.09803262900136546,-14.681209916254163,110.0,4.700480365792417,0.09198216852442154,-0.13346554469321967,22.727272727272727,-9.336784189080374,135.0,0.0
00-0030107,2016,92,357.0,1,-7.757485941222949,19.0,0.0,0.0,10,,0.09198216852442154,,13.043478260869565,2.7401351351351346,4.525714285714288,Theo Riddick,RB,1991-05-04,2013,6.0,199.0,0,25.3305954825462,-0.15197206050711287,0.023095507174777576,3,4.5217885770490405,-0.08432049936111902,,,,,,,,,
00-0030107,2017,84,286.0,3,-17.628303262405097,11.0,1.0,1.0,16,,0.09198216852442154,,21.502689616064217,,,Theo Riddick,RB,1991-05-04,2013,6.0,199.0,0,26.32991101984942,0.8473434767961052,0.7179909676689117,4,4.430816798843313,-0.2098607531238702,-7.757485941222949,92.0,4.5217885770490405,0.09198216852442154,-0.08432049936111902,13.043478260869565,-9.870817321182148,-8.0,0.0
00-0030117,2017,120,426.0,1,-18.154371734631276,20.0,0.0,0.0,15,,0.09198216852442154,,35.833333333333336,2.683718181818183,4.12249411764706,Kerwynn Williams,RB,1991-06-09,2013,7.0,230.0,0,26.23134839151266,0.7487808484593472,0.5606727590194999,4,4.787491742782046,-0.1512864311219273,,,,,,,,,
00-0030288,2021,122,427.0,3,-5.235464330791729,30.0,1.0,0.0,14,-26.47813988548802,-0.22065116571240015,0.3333333333333333,29.508196721311474,2.7468962264150942,4.0285714285714285,Rex Burkhead,RB,1990-07-02,2013,6.0,190.0,1,31.16769336071184,5.685125817658527,32.320655562607534,8,4.804021044733257,-0.04291364205566991,,,,,,,,,
00-0030414,2016,214,921.0,3,-26.414856297836643,47.0,3.0,2.0,14,,0.09198216852442154,,21.962616822429908,2.820456852791878,3.966449511400651,Spencer Ware,RB,1991-11-23,2013,6.0,194.0,0,24.774811772758383,-0.7077557702949306,0.5009182303857707,3,5.365976015021851,-0.12343390793381609,,,,,,,,,
00-0030432,2016,148,583.0,7,-11.180408711726734,32.0,1.0,0.0,15,,0.09198216852442154,,20.945945945945947,2.6025859374999993,4.576466552315608,Christine Michael,RB,1990-11-09,2013,2.0,62.0,0,25.812457221081452,0.3298896780281382,0.10882719966950867,3,4.997212273764115,-0.07554330210626171,,,,,,,,,
00-0030433,2016,101,577.0,8,23.7090571502049,39.0,0.0,0.0,15,,0.09198216852442154,,45.54455445544555,2.6981170212765955,3.4515944540727914,Mike Gillislee,RB,1990-11-01,2013,5.0,164.0,0,25.83436002737851,0.3517924843251947,0.12375795202769237,3,4.61512051684126,0.2347431401010386,,,,,,,,,
00-0030433,2017,104,383.0,5,-15.689354419019377,25.0,1.0,1.0,9,,0.09198216852442154,,50.96153846153846,2.5775729166666665,4.206187989556136,Mike Gillislee,RB,1990-11-01,2013,5.0,164.0,0,26.833675564681723,1.3511080216284093,1.8254928861086341,4,4.6443908991413725,-0.15085917710595556,23.7090571502049,101.0,4.61512051684126,0.09198216852442154,0.2347431401010386,45.54455445544555,-39.39841156922428,3.0,0.0
00-0030456,2016,91,337.0,2,-9.981379444652703,15.0,0.0,0.0,10,,-0.7998083398352052,,6.593406593406594,2.7615421686746995,4.864451038575669,Giovani Bernard,RB,1991-11-22,2013,2.0,37.0,0,24.777549623545518,-0.7050179195077959,0.497050266827101,3,4.51085950651685,-0.10968548840277695,,,,,,,,,
00-0030456,2017,105,458.0,2,-9.810816668788902,20.0,0.0,0.0,16,,-0.7998083398352052,,12.380952380952381,2.732787234042554,3.758733624454148,Giovani Bernard,RB,1991-11-22,2013,2.0,37.0,0,25.776865160848732,0.29429761779541863,0.0866110878400583,4,4.653960350157523,-0.09343634922656098,-9.981379444652703,91.0,4.51085950651685,-0.7998083398352052,-0.10968548840277695,6.593406593406594,0.1705627758638002,14.0,0.0
00-0030456,2020,124,416.0,3,-20.29637234826958,23.0,1.0,1.0,16,-97.57661745989503,-0.7998083398352052,0.3360655737704918,12.096774193548388,2.6349824561403508,4.452908653846156,Giovani Bernard,RB,1991-11-22,2013,2.0,37.0,1,28.777549623545518,3.294982080492204,10.856906910764733,7,4.820281565605037,-0.16368042216346435,-9.810816668788902,105.0,4.653960350157523,-0.7998083398352052,-0.09343634922656098,12.380952380952381,-10.485555679480676,19.0,0.0
00-0030496,2016,261,1268.0,7,5.253504687663746,69.0,3.0,1.0,12,,-0.5199275167596167,,24.521072796934863,3.072778225806453,3.9478785488958983,Le'Veon Bell,RB,1992-02-18,2013,2.0,48.0,0,24.536618754277892,-0.9459487887754214,0.8948191109856869,3,5.564520407322694,0.02012837045081895,,,,,,,,,
00-0030496,2017,321,1291.0,9,-17.15512411845283,74.0,2.0,2.0,15,,-0.5199275167596167,,19.937694704049843,3.0933664383561643,4.16745933384973,Le'Veon Bell,RB,1992-02-18,2013,2.0,48.0,0,25.53593429158111,0.05336674852779666,0.002848009848429087,4,5.771441123130016,-0.053442754263092924,5.253504687663746,261.0,5.564520407322694,-0.5199275167596167,0.02012837045081895,24.521072796934863,-22.408628806116575,60.0,0.0
00-0030496,2019,245,789.0,3,-46.753727778921316,36.0,0.0,0.0,15,-126.34238657258686,-0.5199275167596167,0.39094650205761317,17.142857142857142,2.845286995515694,4.479898605830164,Le'Veon Bell,RB,1992-02-18,2013,2.0,48.0,1,27.534565366187543,2.0519978231342293,4.210695066147616,6,5.501258210544727,-0.1908315419547809,-17.15512411845283,321.0,5.771441123130016,-0.5199275167596167,-0.053442754263092924,19.937694704049843,-29.598603660468488,-76.0,0.0
00-0030496,2020,82,328.0,2,-15.833120424795197,22.0,0.0,0.0,11,,-0.5199275167596167,,17.142857142857142,,,Le'Veon Bell,RB,1992-02-18,2013,2.0,48.0,0,28.536618754277892,3.0540512112245786,9.327228800782315,7,4.406719247264253,-0.1930868344487219,-46.753727778921316,245.0,5.501258210544727,-0.5199275167596167,-0.1908315419547809,17.142857142857142,30.92060735412612,-163.0,0.0
00-0030513,2016,195,788.0,12,-5.117100961532724,52.0,2.0,1.0,14,,0.07339025255369376,,45.64102564102564,2.5891712707182335,3.9130710659898473,Latavius Murray,RB,1990-01-18,2013,6.0,181.0,0,26.62012320328542,1.1375556602321062,1.294032880126103,3,5.272999558563747,-0.02624154339247551,,,,,,,,,
00-0030513,2017,216,842.0,8,-19.494881261801684,42.0,1.0,0.0,16,,0.07339025255369376,,38.88888888888889,2.6756718750000004,3.8630760095011882,Latavius Murray,RB,1990-01-18,2013,6.0,181.0,0,27.619438740588638,2.1368711975353243,4.566218514856051,4,5.375278407684165,-0.09025407991574853,-5.117100961532724,195.0,5.272999558563747,0.07339025255369376,-0.02624154339247551,45.64102564102564,-14.37778030026896,21.0,0.0
00-0030513,2018,140,578.0,6,-20.443325072170104,23.0,0.0,0.0,16,37.31627825323619,0.27040781342924775,0.391304347826087,27.857142857142858,2.8025813953488377,3.756297577854671,Latavius Murray,RB,1990-01-18,2013,6.0,181.0,1,28.618754277891856,3.1361867348385424,9.835667235777239,5,4.941642422609304,-0.14602375051550073,-19.494881261801684,216.0,5.375278407684165,0.07339025255369376,-0.09025407991574853,38.88888888888889,-0.9484438103684205,-76.0,0.197017560875554
00-0030513,2019,146,637.0,5,-4.318560145213269,38.0,0.0,0.0,16,-0.4593121661780515,-0.003145973740945558,0.3767123287671233,35.61643835616438,2.630397058823528,3.523249607535321,Latavius Murray,RB,1990-01-18,2013,6.0,181.0,1,29.61806981519507,4.135502272141757,17.102379042889634,6,4.983606621708336,-0.02957917907680321,-20.443325072170104,140.0,4.941642422609304,0.27040781342924775,-0.14602375051550073,27.857142857142858,16.124764926956836,6.0,-0.2735537871701933
00-0030513,2020,146,656.0,4,3.2498641531565227,36.0,1.0,0.0,15,13.708945257838309,0.09520100873498825,0.375,36.3013698630137,2.5766258992805757,3.329085365853658,Latavius Murray,RB,1990-01-18,2013,6.0,181.0,1,30.62012320328542,5.137555660232106,26.394478161982953,7,4.983606621708336,0.022259343514770703,-4.318560145213269,146.0,4.983606621708336,-0.003145973740945558,-0.02957917907680321,35.61643835616438,7.568424298369791,0.0,0.09834698247593382
00-0030513,2021,119,501.0,6,-6.842852562328158,36.0,0.0,0.0,14,8.127011832558935,0.07006044683240462,0.33620689655172414,31.092436974789916,2.662072727272727,3.5747105788423172,Latavius Murray,RB,1990-01-18,2013,6.0,181.0,1,31.619438740588638,6.136871197535324,37.66118809513865,8,4.77912349311153,-0.057502962708639985,3.2498641531565227,146.0,4.983606621708336,0.09520100873498825,0.022259343514770703,36.3013698630137,-10.09271671548468,-27.0,-0.02514056190258364
00-0030513,2022,171,760.0,6,-5.9284636285571946,44.0,1.0,0.0,13,-11.016101457854006,-0.06557203248722623,0.35119047619047616,21.052631578947366,2.6692049689440993,3.3840921052631585,Latavius Murray,RB,1990-01-18,2013,6.0,181.0,1,32.61875427789185,7.136186734838539,50.925161114485526,9,5.14166355650266,-0.034669377944778916,-6.842852562328158,119.0,4.77912349311153,0.07006044683240462,-0.057502962708639985,31.092436974789916,0.9143889337709634,52.0,-0.13563247931963085
00-0030513,2023,79,300.0,4,-2.5622984387688468,27.0,0.0,0.0,15,,0.07339025255369376,,30.384003926011644,,,Latavius Murray,RB,1990-01-18,2013,6.0,181.0,0,33.61806981519507,8.135502272141757,66.1863972200237,10,4.3694478524670215,-0.032434157452770215,-5.9284636285571946,171.0,5.14166355650266,-0.06557203248722623,-0.034669377944778916,21.052631578947366,3.366165189788348,-92.0,0.13896228504092
00-0030578,2021,153,618.0,6,-15.485663559607929,29.0,1.0,0.0,16,-9.081731887562341,-0.06014391978518107,0.3576158940397351,37.254901960784316,2.8469790209790204,4.362524271844662,Cordarrelle Patterson,RB,1991-03-17,2013,1.0,29.0,1,30.46132785763176,4.9787603145784445,24.788054270021252,8,5.030437921392435,-0.10121348731769889,,,,,,,,,
00-0030578,2022,144,695.0,8,-0.25217030422188547,39.0,1.0,1.0,13,86.87087013247913,0.6249702887228714,0.45323741007194246,36.80555555555556,2.8816718749999994,4.010129496402881,Cordarrelle Patterson,RB,1991-03-17,2013,1.0,29.0,1,31.460643394934976,5.978075851881663,35.73739089085066,9,4.969813299576001,-0.001751182668207538,-15.485663559607929,153.0,5.030437921392435,-0.06014391978518107,-0.10121348731769889,37.254901960784316,15.233493255386044,-9.0,0.6851142085080525
00-0030656,2016,198,952.0,7,-19.783149650956105,45.0,2.0,2.0,16,,0.9351070592325522,,26.767676767676768,2.751632530120481,3.512090336134455,Isaiah Crowell,RB,1993-01-08,2014,,,0,23.64681724845996,-1.8357502945933533,3.369979144099583,2,5.288267030694535,-0.09991489722705103,,,,,,,,,
00-0030656,2017,206,853.0,2,-30.005888022657018,38.0,1.0,1.0,16,,0.9351070592325522,,29.126213592233007,2.7402270270270273,3.7337866354044555,Isaiah Crowell,RB,1993-01-08,2014,,,0,24.646132785763175,-0.8364347572901387,0.6996231032030132,3,5.327876168789581,-0.1456596505954224,-19.783149650956105,198.0,5.288267030694535,0.9351070592325522,-0.09991489722705103,26.767676767676768,-10.222738371700913,8.0,0.0
00-0030656,2018,143,685.0,6,-9.516173206495022,26.0,0.0,0.0,13,133.72030947025496,0.9351070592325522,0.32167832167832167,26.573426573426573,2.940309523809524,3.6241459854014613,Isaiah Crowell,RB,1993-01-08,2014,,,1,25.645448323066393,0.16288078001307937,0.026530148497669156,4,4.962844630259907,-0.06654666577968547,-30.005888022657018,206.0,5.327876168789581,0.9351070592325522,-0.1456596505954224,29.126213592233007,20.489714816161996,-63.0,0.0
00-0030668,2016,88,293.0,1,-16.6357324941699,14.0,0.0,0.0,15,,0.09198216852442154,,27.27272727272727,2.8742368421052626,4.908395904436858,Charcandrick West,RB,1991-06-02,2014,,,0,25.251197809719372,-0.23136973333394195,0.05353195350301941,2,4.477336814478207,-0.18904241470647615,,,,,,,,,
00-0030860,2017,171,751.0,5,-9.492953483787364,33.0,1.0,0.0,15,,0.09198216852442154,,44.44444444444444,2.5939999999999985,3.3385543766578274,Orleans Darkwa,RB,1992-02-28,2014,,,0,25.508555783709788,0.025988240656474204,0.0006753886524188188,3,5.14166355650266,-0.05551434785840564,,,,,,,,,
00-0030874,2019,111,498.0,5,-13.631632244668948,22.0,1.0,1.0,11,58.88811225809144,0.5353464750735586,0.33636363636363636,9.00900900900901,2.8921414141414146,3.995642570281124,Damien Williams,RB,1992-04-03,2014,,,1,27.411362080766597,1.9287945377132836,3.7202483687125993,5,4.709530201312334,-0.12280749769972026,,,,,,,,,
00-0031045,2016,217,988.0,6,-18.415620767234564,48.0,4.0,2.0,13,,-0.06704670424240974,,12.903225806451612,2.675216931216931,3.8389676113360314,Carlos Hyde,RB,1990-09-20,2014,2.0,57.0,0,25.949349760438057,0.46678221738474335,0.2178856384666178,2,5.37989735354046,-0.08486461183057403,,,,,,,,,
00-0031045,2017,240,938.0,8,-28.77726703707387,44.0,2.0,1.0,16,,-0.06704670424240974,,37.916666666666664,2.8121787439613555,4.492354188759282,Carlos Hyde,RB,1990-09-20,2014,2.0,57.0,0,26.94866529774127,1.4660977546879579,2.1494426263010715,3,5.480638923341991,-0.11990527932114112,-18.415620767234564,217.0,5.37989735354046,-0.06704670424240974,-0.08486461183057403,12.903225806451612,-10.361646269839305,23.0,0.0
00-0031045,2018,172,571.0,5,-39.06264835494832,27.0,2.0,1.0,14,-94.00696836655379,-0.5767298672794711,0.4049079754601227,34.30232558139535,2.9328627450980393,4.805078809106829,Carlos Hyde,RB,1990-09-20,2014,2.0,57.0,1,27.94798083504449,2.465413291991176,6.078262700326768,4,5.147494476813453,-0.2271084206683042,-28.77726703707387,240.0,5.480638923341991,-0.06704670424240974,-0.11990527932114112,37.916666666666664,-10.285381317874453,-68.0,-0.5096831630370613
00-0031045,2019,245,1070.0,6,-13.75208536098944,55.0,4.0,2.0,16,107.56065948710034,0.4426364587946516,0.3868312757201646,14.69387755102041,2.7390357142857136,3.5483551401869153,Carlos Hyde,RB,1990-09-20,2014,2.0,57.0,1,28.947296372347708,3.464728829294394,12.004345860543703,5,5.501258210544727,-0.05613096065709976,-39.06264835494832,172.0,5.147494476813453,-0.5767298672794711,-0.2271084206683042,34.30232558139535,25.310562993958882,73.0,1.0193663260741226
00-0031045,2020,81,356.0,4,0.6652354206636408,20.0,0.0,0.0,10,,-0.06704670424240974,,24.49810156620788,,,Carlos Hyde,RB,1990-09-20,2014,2.0,57.0,0,29.949349760438057,4.466782217384743,19.952143377544566,6,4.394449154672439,0.00821278297115606,-13.75208536098944,245.0,5.501258210544727,0.4426364587946516,-0.05613096065709976,14.69387755102041,14.417320781653082,-164.0,-0.5096831630370613
