gsis_id,player,forecast_year,carries_2023,rushing_epa_2023,epa_per_att_2023,ryoe_per_att_2023,has_ngs,epa_per_att_mean,epa_per_att_q25,epa_per_att_q75,mean,median,q05,q25,q75,q95,iqr
00-0036973,Travis Etienne,2024,267,-34.79458885267169,-0.1303168121822909,-0.2905687251472002,1,-0.11517604106127424,-0.18577775742394234,-0.04785539542847648,-30.745838056339508,-28.465306067774346,-82.71377148039397,-48.55141968506636,-11.311880050612944,14.801787925804177,37.239539634453415
00-0036973,Travis Etienne,2025,267,-34.79458885267169,-0.1303168121822909,-0.2905687251472002,1,-0.11555170562623829,-0.19159759247638836,-0.03903023238157814,-30.815826391231653,-27.097757322834404,-92.9552117894733,-50.18773932511957,-7.904583660337424,17.327445562308586,42.28315566478215
00-0036997,Javonte Williams,2024,217,-37.90410386897829,-0.1746732897187939,-0.3839068104232842,1,-0.11529941979435969,-0.18534407191976082,-0.045190564822979604,-24.99136868201178,-22.878639557689993,-69.94468163141909,-39.21764827907097,-8.259852252170214,12.112136375068554,30.95779602690076
00-0036997,Javonte Williams,2025,217,-37.90410386897829,-0.1746732897187939,-0.3839068104232842,1,-0.11997413730972803,-0.19491155734445245,-0.044356939885279806,-25.68240074473009,-21.381588043754746,-78.68113777385462,-41.92395472595161,-5.758253273948737,14.199971261072603,36.16570145200287
00-0037197,Isiah Pacheco,2024,205,-3.767482465831563,-0.0183779632479588,0.4525696224958682,1,-0.0040418036690979525,-0.06951988766558104,0.062335431089689725,-0.9290555773818074,-0.7096686886589629,-37.36895179493292,-13.072683050221041,11.665871015379533,34.9289560906275,24.738554065600574
00-0037197,Isiah Pacheco,2025,205,-3.767482465831563,-0.0183779632479588,0.4525696224958682,1,-0.002336143207329105,-0.07879215925936926,0.07303085928703226,-0.4454039208940786,-0.3452269023913008,-41.84592452110982,-14.145934783009636,13.383858639580376,41.007759795434396,27.52979342259001
00-0037248,James Cook,2024,237,-7.3022381060924015,-0.030811131249335,0.4491424129986836,1,0.027788410690431767,-0.03998177871058029,0.09547998506765883,6.429352018912801,6.1257156492943565,-34.238355234130886,-8.919330717872121,22.365207223580953,48.16633296847551,31.284537941453074
00-0037248,James Cook,2025,237,-7.3022381060924015,-0.030811131249335,0.4491424129986836,1,0.026769916068828118,-0.048487679897722506,0.09873268929448867,6.178617985584981,4.810718815091539,-40.00713833900547,-10.075598581788997,22.091667826223883,55.06555337257377,32.16726640801288
00-0037256,Rachaad White,2024,272,-44.98654554305422,-0.1653917115553464,-0.4129066085841839,1,-0.12759597379124357,-0.19474769718682158,-0.06035268258416588,-34.67325573800606,-32.12401778712385,-87.53510396370444,-52.537721960913856,-14.931526142148998,10.846928980479893,37.60619581876486
00-0037256,Rachaad White,2025,272,-44.98654554305422,-0.1653917115553464,-0.4129066085841839,1,-0.12644657185022037,-0.2024834934189784,-0.04990224306162813,-33.99015024802489,-30.405455150118613,-96.68615713588935,-53.5404595700888,-10.424040093450124,15.368217089077225,43.116419476638676
00-0037263,Tyler Allgeier,2024,186,-21.90430986501589,-0.1177651068011607,-0.3306910293206128,1,-0.06644234373539844,-0.13683076018782175,0.004048482588286732,-12.479363045625737,-10.268795735505336,-49.92826422413025,-24.651033682240882,0.5016401743466474,19.521868220709827,25.15267385658753
00-0037263,Tyler Allgeier,2025,186,-21.90430986501589,-0.1177651068011607,-0.3306910293206128,1,-0.06329039959207992,-0.13915094791578078,0.010153661061966412,-11.681279131565352,-7.983207296661881,-56.764931667121594,-23.26415390085278,0.8532962807125253,24.15576108535984,24.117450181565303
00-0037267,Jerome Ford,2024,204,-36.39553655072814,-0.1784094928957261,-0.0209020462636891,1,-0.10186120649998512,-0.17324968849954014,-0.03025635622575964,-20.77659246570524,-18.626580933415255,-64.9272309949913,-34.87397795319086,-4.860388459202998,15.928963771204858,30.013589493987862
